ID,RevolvingUtilizationOfUnsecuredLines,Age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
271,2.0,61,0,2.0,1285.0,3,0,1,0,0.0,0
107591,0.0,48,1,1.0,6900.0,12,0,0,0,0.0,0
10933,0.0,53,0,2.0,7500.0,13,0,3,0,1.0,0
123115,1.0,56,0,1.0,17334.0,10,0,0,0,0.0,0
135578,0.0,60,0,0.0,7700.0,1,0,0,0,1.0,0
116062,0.0,65,0,1.0,5000.0,16,0,1,0,0.0,0
19726,0.0,65,0,1.0,15905.0,7,0,1,0,1.0,0
73492,0.0,31,0,0.0,6000.0,6,0,0,0,2.0,0
144703,1.0,87,0,3.0,3900.0,11,0,1,0,0.0,0
66307,0.0,72,0,0.0,5300.0,18,0,0,0,1.0,0
121499,0.0,77,0,0.0,10500.0,11,0,0,0,0.0,0
2156,0.0,74,0,1.0,10500.0,14,0,1,0,0.0,0
59781,1.0,63,0,2.0,3380.0,6,0,0,0,0.0,0
95737,2.0,45,1,2.0,6132.0,12,1,0,1,4.0,1
109390,0.0,34,1,2.0,4500.0,7,0,2,0,1.0,0
82307,0.0,82,0,0.0,5912.0,6,0,1,0,0.0,0
96625,0.0,53,0,0.0,5000.0,11,0,0,0,0.0,0
147684,1.0,31,0,2.0,3000.0,9,0,1,0,1.0,0
12653,0.0,40,0,3.0,5300.0,5,0,1,0,1.0,0
76906,0.0,52,0,2.0,5900.0,10,0,3,0,8.0,0
134754,0.0,54,0,1.0,4083.0,15,0,0,0,1.0,0
12042,2.0,60,1,2.0,4200.0,6,1,2,1,0.0,0
143804,0.0,83,0,0.0,3000.0,15,0,0,0,1.0,0
105074,1.0,45,0,2.0,8890.0,15,0,1,0,0.0,0
7302,0.0,54,0,2.0,8685.0,11,0,1,0,2.0,0
21294,0.0,77,0,1.0,10500.0,16,0,2,0,0.0,0
143812,0.0,50,0,0.0,2087.0,3,0,0,0,0.0,0
52111,0.0,50,0,2.0,11250.0,12,0,3,0,1.0,0
91949,2.0,42,1,2.0,6021.0,3,1,1,0,2.0,0
57485,1.0,25,0,1.0,3000.0,5,0,0,0,0.0,0
25679,1.0,63,0,3.0,1941.0,17,0,2,0,0.0,0
84603,0.0,47,0,1.0,7048.0,5,1,2,0,0.0,0
50215,0.0,73,1,0.0,1400.0,1,0,0,0,0.0,0
27014,2.0,54,0,2.0,5700.0,9,0,2,0,1.0,0
68356,1.0,58,0,2.0,8200.0,12,0,2,0,1.0,0
119790,0.0,37,0,1.0,6000.0,9,0,0,1,2.0,0
135990,0.0,42,0,1.0,7500.0,11,0,1,0,1.0,0
11368,0.0,57,0,3.0,2916.0,13,0,2,0,0.0,0
57766,0.0,64,0,2.0,4000.0,4,0,1,0,0.0,0
100993,0.0,61,0,0.0,3750.0,6,0,0,0,2.0,0
127534,0.0,77,0,2.0,2876.0,10,0,2,0,0.0,0
98083,2.0,53,0,1.0,4979.0,4,0,0,1,0.0,1
40969,1.0,34,0,2.0,4250.0,5,0,2,0,0.0,0
31710,0.0,33,0,1.0,5633.0,8,1,1,1,0.0,1
129108,0.0,42,0,2.0,4583.0,10,0,2,0,1.0,0
127117,1.0,61,1,1.0,6236.0,9,0,0,0,0.0,0
97258,0.0,54,0,2.0,2800.0,15,0,1,0,0.0,0
56035,1.0,66,0,2.0,7600.0,9,0,3,0,1.0,0
45058,0.0,58,0,0.0,9000.0,11,0,0,0,2.0,0
142280,2.0,31,1,1.0,2000.0,2,1,0,1,1.0,1
130073,0.0,50,0,1.0,12300.0,10,0,2,0,1.0,0
65378,0.0,49,0,0.0,3900.0,6,0,0,0,0.0,0
81103,0.0,37,0,0.0,6416.0,4,0,0,0,0.0,0
25876,0.0,66,0,1.0,3333.0,13,0,1,0,0.0,0
138914,0.0,76,0,0.0,5500.0,7,0,0,0,0.0,0
148070,0.0,67,0,2.0,4500.0,10,0,3,0,1.0,0
5831,1.0,32,0,2.0,4602.0,10,0,2,1,1.0,0
97651,1.0,46,0,1.0,3300.0,7,1,0,0,0.0,1
9791,0.0,45,0,0.0,3850.0,6,0,0,0,0.0,0
22856,0.0,38,0,1.0,8450.0,11,0,1,0,0.0,0
126348,0.0,53,0,2.0,1800.0,13,0,1,0,0.0,0
98349,0.0,58,0,1.0,6333.0,12,0,1,0,0.0,0
43426,0.0,45,0,2.0,4666.0,11,0,1,0,3.0,0
5532,2.0,31,0,1.0,2500.0,12,0,0,0,0.0,0
34023,0.0,53,0,1.0,10000.0,15,0,2,0,2.0,0
96321,0.0,32,0,1.0,3465.0,9,0,1,0,0.0,0
140031,0.0,33,1,1.0,4679.0,13,0,0,0,1.0,0
1743,1.0,61,0,1.0,15030.0,6,0,1,0,1.0,0
42471,2.0,56,0,1.0,9752.0,7,0,1,0,1.0,0
87535,0.0,84,0,0.0,3333.0,5,0,0,0,1.0,0
135702,0.0,82,0,0.0,10500.0,10,0,1,0,0.0,0
50026,2.0,44,0,3.0,1.0,6,0,2,0,2.0,0
61137,0.0,72,0,1.0,4100.0,10,0,1,0,0.0,0
73367,0.0,62,0,0.0,8500.0,4,0,0,0,0.0,0
115551,0.0,24,0,2.0,2000.0,6,0,1,0,1.0,0
61535,2.0,60,0,1.0,4900.0,5,0,2,0,0.0,0
143021,0.0,48,0,1.0,8166.0,13,0,1,0,0.0,0
6673,0.0,68,0,0.0,20700.0,4,0,0,0,0.0,0
60459,0.0,51,0,0.0,4100.0,5,0,0,0,0.0,0
5997,1.0,39,0,2.0,2646.0,11,0,1,0,2.0,0
4346,2.0,58,1,2.0,8083.0,14,0,1,0,2.0,0
127121,0.0,32,0,0.0,2833.0,4,0,0,0,0.0,0
4331,0.0,30,0,2.0,4667.0,7,0,2,0,0.0,0
53690,0.0,84,0,0.0,5000.0,7,0,0,0,0.0,0
1977,1.0,29,0,2.0,3500.0,8,0,1,0,2.0,0
132513,1.0,68,0,2.0,9333.0,12,0,3,0,0.0,0
4899,0.0,63,0,1.0,7833.0,3,0,1,0,0.0,0
132062,0.0,44,1,2.0,3200.0,9,0,1,0,2.0,0
66954,2.0,37,1,2.0,5950.0,8,0,1,0,1.0,0
97614,0.0,65,0,0.0,2071.0,1,0,0,0,0.0,0
42545,2.0,22,0,1.0,1558.0,1,0,0,0,0.0,0
127749,0.0,67,0,0.0,6000.0,4,0,0,0,0.0,0
139249,0.0,24,0,3.0,0.0,2,0,0,0,0.0,0
16642,0.0,33,0,2.0,5100.0,9,0,2,0,2.0,0
149145,0.0,34,0,3.0,1500.0,9,0,2,0,0.0,0
35434,0.0,42,0,0.0,9083.0,18,0,0,0,0.0,0
145554,0.0,51,0,1.0,14260.0,10,0,2,0,3.0,0
27349,1.0,48,0,1.0,11014.0,7,0,1,0,1.0,1
54405,0.0,61,0,1.0,11901.0,9,0,2,0,0.0,0
49446,0.0,29,0,0.0,3600.0,2,0,0,0,0.0,0
18399,0.0,65,0,1.0,8708.0,8,0,1,0,1.0,0
31901,0.0,33,0,0.0,2503.0,5,0,0,0,0.0,0
118113,0.0,45,0,1.0,8600.0,10,0,1,0,0.0,0
91832,0.0,50,0,1.0,7371.0,8,0,1,0,0.0,0
63518,0.0,41,0,3.0,0.0,5,0,2,0,2.0,0
1668,0.0,44,0,1.0,3071.0,11,0,0,0,1.0,0
109825,1.0,70,0,1.0,3000.0,9,0,0,0,0.0,0
118525,0.0,43,0,1.0,11200.0,8,0,3,0,5.0,0
87588,1.0,38,1,3.0,6900.0,10,1,0,0,0.0,0
43303,0.0,61,0,1.0,6344.0,8,0,2,0,0.0,0
131351,2.0,45,0,2.0,6500.0,10,0,1,0,1.0,0
90790,1.0,39,0,2.0,2255.0,3,0,0,1,2.0,0
41169,2.0,47,0,3.0,7083.0,12,0,2,0,0.0,0
11523,0.0,44,0,2.0,5086.0,7,0,1,0,0.0,0
59158,0.0,65,0,1.0,10517.0,13,0,1,0,0.0,0
48005,0.0,63,0,0.0,7000.0,2,0,0,0,0.0,0
135750,1.0,55,0,2.0,4250.0,12,0,1,0,0.0,1
81867,0.0,50,0,1.0,8520.0,12,0,2,0,0.0,0
29252,1.0,54,0,0.0,12000.0,4,0,0,0,0.0,0
31204,0.0,41,0,1.0,13041.0,8,0,2,0,0.0,0
59384,0.0,63,0,1.0,3700.0,9,0,0,0,0.0,1
36941,0.0,51,0,1.0,11034.0,5,0,1,0,1.0,0
12996,1.0,59,0,2.0,5500.0,13,0,1,0,0.0,0
77855,0.0,56,0,2.0,6666.0,16,0,2,0,0.0,0
35024,1.0,76,0,2.0,6000.0,12,0,1,1,2.0,1
147890,1.0,44,0,2.0,3750.0,7,0,1,0,1.0,0
56646,0.0,35,0,3.0,800.0,10,0,1,0,3.0,0
127576,1.0,52,0,1.0,5600.0,10,0,0,0,0.0,0
4813,0.0,35,1,1.0,6416.0,19,0,1,0,0.0,0
67289,2.0,50,0,0.0,4333.0,5,1,0,0,0.0,1
107872,0.0,71,0,0.0,10252.0,6,0,0,0,0.0,0
108772,2.0,59,0,1.0,4900.0,11,0,0,0,0.0,0
122876,0.0,86,0,2.0,5001.0,14,0,1,0,0.0,0
93454,0.0,45,0,1.0,4600.0,10,0,2,0,5.0,0
139888,0.0,49,0,0.0,9570.0,6,0,0,0,4.0,0
41233,0.0,44,0,1.0,2083.0,7,0,0,0,3.0,0
71189,1.0,44,1,2.0,2824.0,7,0,0,1,0.0,0
62314,1.0,41,1,1.0,10350.0,6,0,1,0,3.0,0
146988,2.0,45,1,0.0,7848.0,6,1,0,1,1.0,0
130918,1.0,27,0,1.0,3300.0,9,0,0,0,0.0,1
98711,1.0,29,0,2.0,3416.0,13,0,0,0,0.0,0
142225,2.0,38,0,2.0,8116.0,8,0,1,0,2.0,0
96712,0.0,53,0,1.0,6400.0,3,0,1,0,2.0,0
107818,0.0,38,0,1.0,3400.0,12,0,0,0,0.0,0
81678,0.0,63,0,1.0,10000.0,4,0,1,0,0.0,0
47578,2.0,42,0,2.0,6500.0,7,0,1,0,2.0,0
20539,0.0,63,0,2.0,8125.0,21,0,3,0,5.0,0
127656,0.0,49,0,2.0,7003.0,11,0,1,0,4.0,0
137282,0.0,68,0,1.0,8000.0,15,0,1,0,0.0,0
84837,0.0,66,0,3.0,0.0,9,0,1,0,0.0,0
89606,0.0,68,0,1.0,4100.0,13,0,0,0,0.0,0
48735,0.0,55,0,1.0,20832.0,17,0,2,0,3.0,0
130847,1.0,32,1,1.0,10000.0,4,0,1,0,2.0,0
81860,2.0,44,0,2.0,8146.0,10,0,3,0,1.0,0
50684,0.0,67,0,2.0,13500.0,12,0,6,0,0.0,0
114226,2.0,57,0,1.0,4808.0,8,0,0,0,0.0,0
109419,0.0,59,0,1.0,8927.0,18,0,2,0,0.0,0
102688,2.0,44,0,2.0,5108.0,3,1,1,1,2.0,1
115337,0.0,50,0,1.0,3600.0,10,0,1,0,0.0,0
2633,0.0,56,0,2.0,5300.0,30,0,2,0,2.0,0
23238,0.0,52,1,0.0,7916.0,6,0,0,1,0.0,1
4751,1.0,32,0,2.0,4800.0,13,0,0,0,0.0,0
112182,1.0,30,0,1.0,4000.0,8,0,0,0,0.0,0
49161,2.0,35,1,2.0,1841.0,4,0,1,0,1.0,1
15972,0.0,55,0,2.0,4230.0,6,0,1,0,1.0,0
136427,0.0,67,1,1.0,4090.0,15,0,0,0,0.0,0
51083,0.0,65,0,2.0,3000.0,15,0,3,0,0.0,0
70106,0.0,44,0,3.0,0.0,8,0,1,0,0.0,0
53017,2.0,39,0,0.0,21350.0,0,1,0,0,2.0,1
87854,1.0,45,0,2.0,13400.0,16,0,3,0,3.0,0
79964,0.0,52,0,1.0,15000.0,3,0,1,0,1.0,0
14726,2.0,47,1,0.0,22000.0,13,0,1,0,3.0,1
131801,0.0,29,0,3.0,0.0,9,0,3,0,2.0,0
140086,2.0,48,1,1.0,4166.0,5,0,1,0,1.0,0
100680,0.0,32,0,1.0,7750.0,7,0,1,0,3.0,0
110035,0.0,73,0,2.0,3784.0,12,0,2,0,0.0,0
112116,0.0,73,0,1.0,7414.0,12,0,0,0,0.0,0
60232,2.0,31,0,2.0,4425.0,8,0,1,0,1.0,0
7048,2.0,34,0,1.0,4587.0,5,0,1,0,1.0,0
77147,2.0,35,0,0.0,4000.0,7,0,0,0,1.0,0
102592,0.0,38,0,0.0,8041.0,12,0,0,0,3.0,0
124277,0.0,56,0,1.0,9400.0,11,0,3,0,0.0,0
125723,1.0,43,0,0.0,3916.0,7,0,0,0,0.0,0
43138,0.0,49,0,1.0,8400.0,18,0,2,0,0.0,0
111515,0.0,41,0,1.0,6950.0,7,0,1,0,2.0,0
27497,0.0,71,0,0.0,5636.0,10,0,1,0,0.0,0
9898,0.0,26,0,0.0,6250.0,3,0,0,0,0.0,1
100615,0.0,57,0,1.0,14000.0,12,0,3,0,0.0,1
101555,0.0,40,0,2.0,11000.0,5,0,2,0,2.0,0
77117,1.0,40,0,2.0,18600.0,12,0,3,0,2.0,0
54463,1.0,38,0,2.0,5316.0,15,0,3,0,2.0,0
13907,0.0,53,0,2.0,5750.0,7,0,2,0,2.0,0
100129,0.0,48,0,1.0,3223.0,9,0,1,0,1.0,0
20944,0.0,27,0,1.0,2824.0,4,0,0,0,0.0,0
75333,0.0,55,0,2.0,7427.0,11,0,2,0,3.0,0
45719,0.0,39,0,0.0,4422.0,5,0,0,0,0.0,0
39934,1.0,59,0,1.0,7350.0,8,0,1,0,0.0,0
40364,0.0,61,1,1.0,2250.0,5,0,0,0,0.0,0
144786,0.0,51,0,2.0,7917.0,11,0,3,0,3.0,0
147419,0.0,63,0,2.0,3990.0,13,0,2,0,0.0,0
107047,2.0,43,1,2.0,9700.0,4,0,2,0,3.0,0
108039,3.0,39,0,2.0,3500.0,11,0,2,0,2.0,1
89338,0.0,63,1,1.0,20000.0,17,1,1,0,1.0,0
43219,2.0,65,0,1.0,8680.0,10,0,1,0,0.0,0
117948,1.0,45,0,1.0,13000.0,11,0,2,0,2.0,0
147377,0.0,60,0,0.0,11600.0,4,0,0,0,0.0,0
23435,0.0,46,0,0.0,3305.0,4,0,0,0,0.0,0
124144,0.0,59,0,2.0,6670.0,5,0,2,0,2.0,0
64087,0.0,47,0,1.0,10677.0,4,0,1,0,2.0,0
131214,2.0,52,0,2.0,12000.0,7,0,3,0,0.0,0
33269,0.0,41,0,1.0,3443.0,4,0,0,0,0.0,0
111733,0.0,60,0,1.0,17686.0,6,0,1,0,0.0,0
90678,2.0,22,1,3.0,0.0,1,0,0,1,0.0,0
19129,0.0,32,0,0.0,5400.0,9,0,0,0,1.0,0
96181,0.0,46,0,2.0,5000.0,10,0,1,0,0.0,0
142402,0.0,44,0,1.0,5013.0,8,0,1,0,1.0,0
54688,0.0,66,0,0.0,4953.0,8,0,1,0,0.0,0
75127,0.0,41,1,2.0,5200.0,8,0,1,0,3.0,0
56064,1.0,42,0,2.0,7300.0,8,0,1,0,4.0,0
135499,0.0,48,0,2.0,9083.0,10,0,4,0,0.0,0
48709,2.0,34,0,2.0,3900.0,6,0,0,0,1.0,0
6966,2.0,54,1,1.0,6166.0,5,1,0,0,3.0,0
107039,0.0,45,0,0.0,4962.0,1,0,0,0,0.0,0
34044,2.0,36,0,1.0,4666.0,8,1,0,0,0.0,0
40384,2.0,37,0,3.0,6440.0,8,0,2,0,3.0,0
63567,2.0,37,0,3.0,2307.0,14,0,1,0,0.0,0
57948,1.0,43,1,2.0,8917.0,10,0,3,0,2.0,1
143894,0.0,76,0,0.0,3498.0,3,0,0,0,0.0,0
12691,0.0,31,0,1.0,3000.0,6,0,0,0,1.0,0
34744,0.0,44,0,1.0,45000.0,9,0,2,0,4.0,0
30575,0.0,51,0,1.0,15916.0,9,0,2,0,2.0,0
26745,0.0,60,0,0.0,4200.0,4,0,0,0,1.0,0
130839,0.0,47,0,2.0,5533.0,11,0,2,0,1.0,1
126802,2.0,31,0,2.0,2411.0,11,0,0,0,1.0,0
132402,0.0,37,0,0.0,4570.0,2,0,0,0,2.0,0
135479,0.0,46,0,2.0,2916.0,11,0,1,0,1.0,0
119788,0.0,50,1,1.0,3041.0,10,0,0,0,0.0,0
18544,2.0,46,0,1.0,12607.0,8,0,2,0,0.0,0
92923,0.0,44,0,1.0,6000.0,6,0,1,0,2.0,0
90395,2.0,57,0,1.0,7791.0,3,0,1,0,0.0,0
69167,0.0,52,0,0.0,1259.0,2,0,0,0,0.0,0
5293,0.0,70,0,2.0,4167.0,12,0,2,0,0.0,0
52712,1.0,48,1,0.0,4288.0,6,0,0,0,1.0,1
119851,0.0,71,0,2.0,6000.0,14,0,1,0,0.0,0
106846,2.0,57,0,1.0,4359.0,2,0,0,0,0.0,0
13292,2.0,64,0,1.0,53800.0,14,0,6,0,0.0,0
70505,0.0,50,0,3.0,500.0,14,0,1,0,0.0,0
129707,0.0,67,0,0.0,7236.0,5,0,0,0,0.0,0
74996,1.0,35,0,2.0,3813.0,14,0,3,0,1.0,0
513,1.0,46,0,1.0,4700.0,10,0,1,0,1.0,0
25105,0.0,67,0,1.0,3265.0,10,0,0,0,0.0,0
5780,0.0,51,0,0.0,4804.0,6,0,0,0,1.0,0
49424,0.0,57,0,2.0,5900.0,8,0,3,0,0.0,0
71519,0.0,65,0,2.0,2819.0,13,0,1,0,0.0,0
58669,1.0,54,0,0.0,6583.0,7,0,0,0,0.0,0
22171,2.0,56,0,2.0,2507.0,15,0,0,0,3.0,0
1081,0.0,60,0,1.0,10500.0,19,0,2,0,0.0,0
83496,0.0,64,0,1.0,12700.0,9,0,3,0,0.0,0
34029,0.0,40,0,0.0,2409.0,4,0,0,0,0.0,0
41148,0.0,59,0,2.0,11249.0,16,0,3,0,2.0,0
93705,1.0,57,0,2.0,14035.0,18,0,4,0,0.0,0
50356,1.0,59,0,2.0,6534.0,17,0,2,0,3.0,0
96762,0.0,34,0,2.0,10600.0,12,0,1,0,0.0,0
34953,1.0,29,0,1.0,3272.0,8,1,0,0,1.0,0
13355,1.0,63,0,1.0,5950.0,5,0,2,0,0.0,0
34854,0.0,53,0,2.0,5224.0,9,0,3,0,3.0,0
11537,0.0,78,0,0.0,2700.0,10,0,0,0,0.0,0
146779,2.0,46,0,2.0,5879.0,5,0,3,0,1.0,0
108691,0.0,26,0,1.0,2005.0,2,0,0,0,0.0,0
57664,0.0,38,0,2.0,5348.0,5,0,1,0,0.0,0
96219,0.0,62,0,1.0,6700.0,5,0,1,0,1.0,0
25981,2.0,59,0,2.0,7741.0,9,0,3,0,0.0,0
38775,0.0,53,1,2.0,7316.0,18,0,2,0,0.0,1
138524,0.0,55,0,2.0,12200.0,12,0,4,0,2.0,0
39906,0.0,48,0,1.0,6083.0,14,0,2,0,1.0,0
142116,2.0,27,0,1.0,4220.0,7,0,0,0,0.0,0
133824,0.0,42,1,2.0,4500.0,7,0,1,0,0.0,0
141527,0.0,42,0,2.0,4200.0,7,0,3,0,1.0,0
139539,0.0,50,1,0.0,6250.0,1,0,0,0,0.0,0
149794,0.0,81,0,0.0,2100.0,4,0,0,0,0.0,0
76340,0.0,30,0,2.0,5000.0,12,0,2,0,0.0,0
115949,0.0,48,1,2.0,5484.0,10,0,3,0,0.0,0
142126,0.0,62,0,1.0,7400.0,16,0,2,0,0.0,0
20373,0.0,59,1,0.0,10500.0,8,0,0,0,0.0,0
8416,0.0,66,1,1.0,13000.0,16,0,1,0,0.0,0
31460,0.0,32,0,2.0,3640.0,4,0,1,0,0.0,0
55278,1.0,42,0,0.0,4840.0,4,0,0,0,3.0,0
44231,2.0,53,0,2.0,7250.0,5,0,2,0,4.0,1
44429,0.0,48,0,1.0,6250.0,8,0,1,0,1.0,0
15996,2.0,46,1,2.0,3789.0,7,1,1,1,1.0,1
36866,0.0,49,0,2.0,2037.0,7,0,1,1,1.0,0
105915,2.0,51,1,0.0,3798.0,1,0,0,0,0.0,0
52499,1.0,59,0,2.0,6666.0,6,0,1,0,0.0,0
107401,1.0,43,0,0.0,6072.0,7,0,1,0,3.0,0
28187,0.0,79,0,1.0,7310.0,24,0,2,0,1.0,0
64798,0.0,42,0,2.0,7500.0,9,0,2,0,3.0,0
52193,0.0,33,0,3.0,0.0,7,0,0,0,2.0,0
74433,0.0,62,0,1.0,4792.0,5,0,2,0,1.0,0
118614,2.0,63,0,2.0,8000.0,10,0,2,0,0.0,0
54517,0.0,48,0,1.0,11500.0,4,0,1,0,2.0,0
33374,2.0,55,0,1.0,6500.0,3,0,2,0,0.0,0
5955,0.0,55,0,1.0,3300.0,7,0,0,0,0.0,0
44731,2.0,48,1,1.0,4500.0,7,0,0,0,2.0,0
121141,2.0,45,1,1.0,6200.0,7,0,1,0,2.0,1
12255,0.0,63,0,0.0,6500.0,6,0,0,0,0.0,0
63498,2.0,37,0,1.0,7934.0,4,0,0,0,2.0,0
55238,0.0,64,0,0.0,1667.0,4,0,0,0,0.0,0
59071,0.0,48,0,2.0,10000.0,8,0,4,0,0.0,0
71095,0.0,29,0,2.0,2200.0,9,0,0,0,0.0,0
46981,0.0,53,0,1.0,9000.0,9,0,1,0,0.0,0
68759,1.0,51,0,1.0,15000.0,6,0,2,0,2.0,0
37620,1.0,40,0,2.0,2047.0,5,0,1,0,5.0,0
62350,0.0,51,0,2.0,17590.0,13,0,5,0,0.0,0
82646,1.0,41,0,1.0,3500.0,17,0,0,0,2.0,0
79117,0.0,57,0,1.0,6296.0,5,1,1,0,1.0,0
97336,0.0,53,1,1.0,10000.0,14,0,2,0,2.0,0
64555,0.0,72,0,2.0,9100.0,18,0,5,0,0.0,0
594,0.0,54,0,2.0,6048.0,9,0,1,0,1.0,0
49790,0.0,36,0,2.0,6749.0,5,0,1,0,1.0,0
49617,3.0,31,1,1.0,3040.0,8,0,0,0,2.0,1
33412,0.0,50,0,1.0,6250.0,2,0,1,0,0.0,0
147222,1.0,53,1,1.0,6200.0,9,1,1,0,1.0,1
48502,0.0,43,1,1.0,4339.0,6,0,1,0,2.0,0
112215,0.0,65,0,1.0,16800.0,13,0,2,0,2.0,0
25734,0.0,26,0,0.0,5000.0,1,0,0,0,1.0,0
14194,0.0,40,0,1.0,6500.0,5,0,0,0,2.0,0
79846,0.0,79,0,1.0,2036.0,7,0,0,0,0.0,0
80068,1.0,39,1,1.0,4548.0,14,0,0,0,2.0,0
145175,1.0,60,1,1.0,23470.0,7,0,1,0,3.0,0
86699,0.0,61,0,0.0,11666.0,6,0,2,0,1.0,0
116692,0.0,61,0,1.0,13000.0,11,0,2,0,1.0,0
86515,0.0,72,0,0.0,1000.0,3,0,0,0,0.0,0
97063,0.0,65,0,1.0,2197.0,7,0,0,0,0.0,0
143180,0.0,48,0,0.0,2600.0,7,0,0,0,2.0,0
123118,0.0,72,0,0.0,10166.0,8,0,0,0,0.0,0
146556,0.0,69,1,1.0,3335.0,2,0,1,0,0.0,0
83489,0.0,55,0,2.0,6333.0,7,0,2,0,0.0,0
80038,0.0,26,0,1.0,3000.0,5,0,0,0,2.0,1
35902,0.0,29,0,0.0,2700.0,7,0,0,0,1.0,0
18657,0.0,57,1,2.0,16750.0,27,0,9,0,1.0,0
85561,0.0,49,1,1.0,9200.0,6,0,1,0,3.0,0
64619,0.0,64,0,1.0,24000.0,10,0,2,0,2.0,0
3068,0.0,36,0,1.0,2400.0,4,0,0,0,0.0,0
144688,0.0,79,0,0.0,5100.0,10,0,0,0,0.0,0
2039,0.0,88,0,0.0,3333.0,6,0,0,0,0.0,0
94247,0.0,54,0,3.0,750.0,18,0,1,0,1.0,0
102418,0.0,51,0,2.0,5000.0,4,0,1,0,0.0,0
135857,2.0,23,0,1.0,1200.0,1,0,0,0,0.0,0
119951,0.0,43,0,0.0,2200.0,2,0,0,0,3.0,0
103130,0.0,25,0,0.0,823.0,1,0,0,0,0.0,0
110849,0.0,48,0,0.0,3168.0,6,0,0,0,0.0,0
11068,0.0,25,0,0.0,800.0,1,0,0,0,0.0,0
17120,0.0,62,0,1.0,10500.0,13,0,1,0,0.0,0
58505,0.0,70,0,2.0,3009.0,10,0,1,0,0.0,0
26361,0.0,50,0,0.0,10500.0,4,0,0,0,1.0,0
135551,2.0,48,0,1.0,7000.0,10,0,0,1,2.0,0
19852,0.0,30,0,0.0,9526.0,14,0,0,0,1.0,0
18488,0.0,64,0,1.0,4300.0,12,0,1,0,0.0,0
31028,2.0,31,0,2.0,1500.0,2,1,0,1,3.0,1
74012,0.0,59,0,1.0,12769.0,5,0,1,0,0.0,0
146200,1.0,52,0,1.0,19488.0,14,0,3,0,1.0,0
143465,0.0,41,0,1.0,6550.0,6,0,2,0,1.0,0
6934,0.0,46,0,2.0,10000.0,7,0,3,0,2.0,0
78569,2.0,69,1,0.0,3800.0,2,0,0,0,0.0,1
98684,0.0,40,0,1.0,4600.0,10,0,1,0,2.0,0
18396,1.0,31,1,1.0,3600.0,5,0,0,0,0.0,0
30731,1.0,46,0,2.0,15450.0,22,0,2,0,3.0,0
3651,0.0,41,0,2.0,5583.0,10,0,1,0,3.0,0
115672,0.0,52,0,2.0,6166.0,22,0,2,0,1.0,0
114314,0.0,75,0,1.0,1000.0,6,0,0,0,0.0,0
56614,0.0,69,0,2.0,1702.0,10,0,0,0,0.0,0
121399,0.0,24,0,0.0,4400.0,6,0,0,0,1.0,0
43437,0.0,36,0,2.0,6000.0,6,0,2,0,3.0,0
99902,0.0,32,0,1.0,10416.0,4,0,1,0,0.0,0
79244,0.0,55,0,1.0,7075.0,6,0,1,0,0.0,0
123886,0.0,48,1,2.0,8364.0,15,0,2,0,2.0,1
126741,0.0,50,0,2.0,9064.0,8,0,2,0,3.0,0
39517,0.0,74,0,1.0,6400.0,14,0,1,0,0.0,0
6439,0.0,53,0,2.0,9333.0,14,0,3,0,3.0,0
56952,0.0,60,0,2.0,2873.0,10,0,1,0,2.0,0
62797,0.0,33,1,2.0,6333.0,15,0,2,0,1.0,0
37264,0.0,50,0,1.0,7500.0,8,0,1,0,3.0,0
6322,0.0,78,0,0.0,1300.0,9,0,0,0,0.0,0
8447,0.0,41,0,2.0,10000.0,14,0,1,0,3.0,0
6739,0.0,62,0,0.0,9300.0,9,0,0,0,1.0,0
66338,0.0,58,0,1.0,11650.0,6,0,1,0,0.0,0
144796,0.0,30,0,0.0,4323.0,5,0,0,0,1.0,0
41984,2.0,48,0,2.0,7483.0,18,0,2,0,0.0,0
47930,0.0,28,0,2.0,5000.0,10,0,1,0,1.0,0
45361,0.0,52,0,2.0,6734.0,12,0,2,0,0.0,0
41453,0.0,86,0,0.0,6159.0,5,0,0,0,0.0,0
86753,0.0,46,0,2.0,3050.0,9,0,1,0,1.0,0
97601,0.0,72,0,0.0,4656.0,4,0,0,0,0.0,0
66616,2.0,36,1,2.0,3485.0,7,0,2,0,0.0,0
80398,0.0,69,0,0.0,5833.0,6,0,0,0,0.0,0
29722,0.0,39,0,1.0,1500.0,6,0,0,0,2.0,0
96494,1.0,31,0,1.0,7700.0,21,0,1,0,0.0,0
112492,2.0,56,0,2.0,5911.0,6,0,2,0,0.0,0
89690,0.0,38,0,2.0,6030.0,10,0,2,0,1.0,0
33295,0.0,48,0,2.0,7500.0,6,0,4,0,1.0,0
41094,0.0,63,0,2.0,5200.0,5,0,1,0,2.0,0
72225,0.0,66,0,0.0,7916.0,3,0,0,0,0.0,0
64385,0.0,63,0,1.0,5000.0,31,0,1,0,0.0,0
83778,0.0,66,0,1.0,5600.0,5,0,1,0,0.0,0
74918,0.0,63,1,3.0,5400.0,18,1,4,0,1.0,0
104641,0.0,56,0,2.0,13200.0,11,0,4,0,2.0,0
29117,2.0,46,1,1.0,3333.0,4,0,0,0,2.0,0
