year,severity_index,casualties,economic_loss,response_hours,aid_amount,response_score,recovery_days,casualties_log,economic_loss_log,aid_amount_log,recovery_days_log,response_hours_log,country_Australia,country_Bangladesh,country_Brazil,country_Canada,country_Chile,country_China,country_Congo,country_France,country_Germany,country_Greece,country_India,country_Indonesia,country_Ireland,country_Italy,country_Japan,country_Mexico,country_New Zealand,country_Nigeria,country_Peru,country_Philippines,country_South Africa,country_Spain,country_Turkey,country_United States,disaster_type_Cyclone,disaster_type_Drought,disaster_type_Earthquake,disaster_type_Extreme Cold,disaster_type_Extreme Heat,disaster_type_Flood,disaster_type_Landslide,disaster_type_Storm Surge,disaster_type_Tornado,disaster_type_Tsunami,disaster_type_Volcanic Eruption,disaster_type_Wildfire
2008,0.4,1,240000.0,3.0,37680.0,97.56,18.0,0.6931471805599453,12.388398368982115,10.53691126761627,2.9444389791664403,1.3862943611198906,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2009,1.5,3,1500000.0,2.0,235500.0,100.0,25.0,1.3862943611198906,14.220976332738882,12.369470438714096,3.258096538021482,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2009,5.0,10,3000000.0,2.0,471000.0,100.0,13.0,2.3978952727983707,14.914123179965662,13.062615496138552,2.6390573296152584,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2009,1.7,71,170000.0,42.0,26690.0,2.44,345.0,4.276666119016055,12.04355959836804,10.192081708912877,5.846438775057725,3.7612001156935624,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2009,0.7,5,700000.0,7.0,109900.0,87.8,236.0,1.791759469228055,13.45883704259595,11.60733523953139,5.4680601411351315,2.0794415416798357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010,1.8,36,720000.0,20.0,113040.0,56.1,332.0,3.6109179126442243,13.487007879880162,11.635505863745324,5.808142489980444,3.044522437723423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2010,2.2,26,1980000.0,12.0,310860.0,75.61,174.0,3.295836866004329,14.498607907721096,12.647101145913913,5.1647859739235145,2.5649493574615367,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2010,1.2,6,120000.0,5.0,18840.0,92.68,170.0,1.9459101490553132,11.695255355062795,9.843790625278,5.14166355650266,1.791759469228055,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2010,0.3,4,120000.0,14.0,18840.0,70.73,93.0,1.6094379124341003,11.695255355062795,9.843790625278,4.543294782270004,2.70805020110221,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2010,0.4,2,40000.0,5.0,6280.0,92.68,57.0,1.0986122886681098,10.596659732783579,8.74528448245438,4.060443010546419,1.791759469228055,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,2.4,41,1920000.0,17.0,301440.0,63.41,23.0,3.7376696182833684,14.467836264837162,12.616329587774398,3.1780538303479458,2.8903717578961645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2010,2.3,16,230000.0,7.0,36110.0,87.8,10.0,2.833213344056216,12.345838935721968,10.494352807047845,2.3978952727983707,2.0794415416798357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2010,2.9,6,290000.0,2.0,45530.0,100.0,38.0,1.9459101490553132,12.577639650232573,10.726148691628156,3.6635616461296463,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2010,2.1,34,210000.0,16.0,32970.0,65.85,47.0,3.5553480614894135,12.25486757159303,10.403383666209391,3.871201010907891,2.833213344056216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2010,5.6,28,560000.0,5.0,87920.0,92.68,15.0,3.367295829986474,13.235693848424024,11.384193962989162,2.772588722239781,1.791759469228055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2010,2.3,9,1840000.0,4.0,288880.0,95.12,7.0,2.302585092994046,14.425276673063282,12.573770117590321,2.0794415416798357,1.6094379124341003,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,1.4,3,980000.0,2.0,153860.0,100.0,46.0,1.3862943611198906,13.795308871054397,11.943804876406857,3.8501476017100584,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2010,2.4,24,2400000.0,10.0,376800.0,80.49,296.0,3.2188758248682006,14.690979711984754,12.839472475608636,5.6937321388027,2.3978952727983707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011,1.4,11,140000.0,8.0,21980.0,85.37,43.0,2.4849066497880004,11.849404844423074,9.997933722828073,3.784189633918261,2.1972245773362196,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2011,0.6,2,600000.0,4.0,94200.0,95.12,37.0,1.0986122886681098,13.304686600863562,11.45318607621936,3.6375861597263857,1.6094379124341003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2011,0.1,3,10000.0,30.0,1570.0,31.71,32.0,1.3862943611198906,9.210440366976517,7.359467638255621,3.4965075614664802,3.4339872044851463,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2011,1.9,6,190000.0,3.0,29830.0,97.56,23.0,1.9459101490553132,12.154784614286667,10.303303400245593,3.1780538303479458,1.3862943611198906,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2011,8.5,17,850000.0,2.0,133450.0,100.0,59.0,2.8903717578961645,13.652992804936396,11.801489648247832,4.0943445622221,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2011,1.1,40,110000.0,36.0,17270.0,17.07,63.0,3.713572066704308,11.608244735642321,9.756784073343919,4.1588830833596715,3.6109179126442243,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2012,4.0,52,3200000.0,13.0,502400.0,73.17,48.0,3.970291913552122,14.978661680269907,13.127153884580006,3.8918202981106265,2.6390573296152584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2012,2.3,39,1610000.0,17.0,252770.0,63.41,31.0,3.6888794541139363,14.291745358078465,12.440239219484676,3.4657359027997265,2.8903717578961645,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2012,3.5,32,2450000.0,9.0,384650.0,82.93,34.0,3.4965075614664802,14.711598990684092,12.860091708649723,3.5553480614894135,2.302585092994046,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2012,5.0,25,500000.0,5.0,78500.0,92.68,22.0,3.258096538021482,13.122365377402328,11.270866642542865,3.1354942159291497,1.791759469228055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2012,0.4,6,40000.0,14.0,6280.0,70.73,247.0,1.9459101490553132,10.596659732783579,8.74528448245438,5.5134287461649825,2.70805020110221,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2013,3.9,27,390000.0,7.0,61230.0,87.8,7.0,3.332204510175204,12.873904582205107,11.022408876202102,2.0794415416798357,2.0794415416798357,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2013,2.3,23,230000.0,10.0,36110.0,80.49,27.0,3.1780538303479458,12.345838935721968,10.494352807047845,3.332204510175204,2.3978952727983707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2013,1.5,39,150000.0,26.0,23550.0,41.46,81.0,3.6888794541139363,11.918397239722838,10.066923561388053,4.406719247264253,3.295836866004329,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2013,0.6,1,480000.0,1.0,75360.0,100.0,41.0,0.6931471805599453,13.081543466215237,11.23004517880127,3.7376696182833684,0.6931471805599453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2013,0.6,3,60000.0,5.0,9420.0,92.68,307.0,1.3862943611198906,11.002116507732017,9.150696519048667,5.730099782973574,1.791759469228055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2013,1.8,83,180000.0,46.0,28260.0,0.0,45.0,4.430816798843313,12.100717685412471,10.249238041316636,3.828641396489095,3.8501476017100584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2014,3.9,23,1560000.0,6.0,244920.0,90.24,168.0,3.1780538303479458,14.260197020251155,12.408690988549422,5.1298987149230735,1.9459101490553132,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2014,0.7,13,280000.0,18.0,43960.0,60.98,161.0,2.6390573296152584,12.54254845357358,10.691058156211511,5.087596335232384,2.9444389791664403,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2014,3.3,23,330000.0,7.0,51810.0,87.8,42.0,3.1780538303479458,12.706850963741102,10.855357760915753,3.7612001156935624,2.0794415416798357,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2014,2.6,16,2600000.0,6.0,408200.0,90.24,194.0,2.833213344056216,14.77102238760702,12.9195149791344,5.272999558563747,1.9459101490553132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2014,0.3,3,30000.0,11.0,4710.0,78.05,70.0,1.3862943611198906,10.308985993422082,8.45765547870004,4.2626798770413155,2.4849066497880004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2015,2.9,58,1015000.0,20.0,159355.0,56.1,141.0,4.07753744390572,13.830400155679214,11.978895972101798,4.955827057601261,3.044522437723423,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015,1.3,35,130000.0,27.0,20410.0,39.02,162.0,3.58351893845611,11.775297421715827,9.923829250194043,5.093750200806762,3.332204510175204,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015,2.0,26,200000.0,13.0,31400.0,73.17,179.0,3.295836866004329,12.206077645517674,10.354595018522993,5.19295685089021,2.6390573296152584,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015,2.5,43,250000.0,17.0,39250.0,63.41,36.0,3.784189633918261,12.429220196836383,10.57773220059301,3.6109179126442243,2.8903717578961645,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2015,3.1,37,2480000.0,12.0,389360.0,75.61,19.0,3.6375861597263857,14.72376952136689,12.872262212821276,2.995732273553991,2.5649493574615367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2015,4.8,24,480000.0,5.0,75360.0,92.68,55.0,3.2188758248682006,13.081543466215237,11.23004517880127,4.02535169073515,1.791759469228055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2015,0.6,14,1500000.0,23.0,235500.0,48.78,88.0,2.70805020110221,14.220976332738882,12.369470438714096,4.48863636973214,3.1780538303479458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2015,0.3,3,300000.0,9.0,47100.0,82.93,436.0,1.3862943611198906,12.611541086966115,10.76004951120163,6.07993319509559,2.302585092994046,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2015,3.3,13,330000.0,4.0,51810.0,95.12,42.0,2.6390573296152584,12.706850963741102,10.855357760915753,3.7612001156935624,1.6094379124341003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2016,3.7,174,260000.0,47.0,40820.0,0.0,178.0,5.1647859739235145,12.468440756144114,10.616951933858967,5.187385805840755,3.871201010907891,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2016,7.1,170,300000.0,24.0,47100.0,46.34,39.0,5.14166355650266,12.611541086966115,10.76004951120163,3.6888794541139363,3.2188758248682006,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2016,3.2,29,320000.0,9.0,50240.0,82.93,32.0,3.4011973816621555,12.676079399771027,10.824586705402588,3.4965075614664802,2.302585092994046,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016,3.3,43,3960000.0,13.0,621720.0,73.17,40.0,3.784189633918261,15.191754835755884,13.34024671803664,3.713572066704308,2.6390573296152584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016,6.8,34,4760000.0,5.0,747320.0,92.68,27.0,3.5553480614894135,15.375758436291614,13.524250090687742,3.332204510175204,1.791759469228055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2016,2.8,50,280000.0,18.0,43960.0,60.98,38.0,3.9318256327243257,12.54254845357358,10.691058156211511,3.6635616461296463,2.9444389791664403,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2016,0.7,1,70000.0,1.0,10990.0,100.0,22.0,0.6931471805599453,11.156264806643742,9.3048320350689,3.1354942159291497,0.6931471805599453,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2016,3.7,15,9250000.0,4.0,1452250.0,95.12,171.0,2.772588722239781,16.04013421759671,14.188625324441217,5.147494476813453,1.6094379124341003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2017,5.7,251,8600000.0,44.0,1350200.0,0.0,135.0,5.529429087511423,15.967272877502799,14.115764028220651,4.912654885736052,3.8066624897703196,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2017,5.0,35,500000.0,7.0,78500.0,87.8,248.0,3.58351893845611,13.122365377402328,11.270866642542865,5.517452896464707,2.0794415416798357,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2017,0.9,14,90000.0,15.0,14130.0,68.29,36.0,2.70805020110221,11.407576060361786,9.556126244582746,3.6109179126442243,2.772588722239781,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2017,1.8,23,4500000.0,13.0,706500.0,73.17,80.0,3.1780538303479458,15.319588176962746,13.468079896533885,4.394449154672439,2.6390573296152584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2017,2.5,3,250000.0,1.0,39250.0,100.0,15.0,1.3862943611198906,12.429220196836383,10.57773220059301,2.772588722239781,0.6931471805599453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2017,1.2,5,720000.0,4.0,113040.0,95.12,34.0,1.791759469228055,13.487007879880162,11.635505863745324,3.5553480614894135,1.6094379124341003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2017,0.5,3,300000.0,5.0,47100.0,92.68,36.0,1.3862943611198906,12.611541086966115,10.76004951120163,3.6109179126442243,1.791759469228055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2018,0.2,2,100000.0,8.0,15700.0,85.37,136.0,1.0986122886681098,11.51293546492023,9.661479683575521,4.919980925828125,2.1972245773362196,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018,7.2,36,720000.0,5.0,113040.0,92.68,15.0,3.6109179126442243,13.487007879880162,11.635505863745324,2.772588722239781,1.791759469228055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2018,2.5,28,250000.0,11.0,39250.0,78.05,29.0,3.367295829986474,12.429220196836383,10.57773220059301,3.4011973816621555,2.4849066497880004,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2018,1.2,2,120000.0,2.0,18840.0,100.0,30.0,1.0986122886681098,11.695255355062795,9.843790625278,3.4339872044851463,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2018,1.2,5,1200000.0,4.0,188400.0,95.12,183.0,1.791759469228055,13.997832948091215,12.14632794896594,5.214935757608986,1.6094379124341003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2018,2.8,8,840000.0,3.0,131880.0,97.56,633.0,2.1972245773362196,13.641158361294979,11.789655279807814,6.452048954437226,1.3862943611198906,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019,0.8,1,400000.0,1.0,62800.0,100.0,112.0,0.6931471805599453,12.899222326086994,11.047726275896391,4.727387818712341,0.6931471805599453,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2019,3.4,41,3400000.0,12.0,533800.0,75.61,55.0,3.7376696182833684,15.039286283703994,13.187778389311616,4.02535169073515,2.5649493574615367,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2019,0.7,6,70000.0,9.0,10990.0,82.93,57.0,1.9459101490553132,11.156264806643742,9.3048320350689,4.060443010546419,2.302585092994046,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2019,2.0,2,200000.0,1.0,31400.0,100.0,8.0,1.0986122886681098,12.206077645517674,10.354595018522993,2.1972245773362196,0.6931471805599453,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2019,3.6,18,2160000.0,5.0,339120.0,92.68,16.0,2.9444389791664403,14.585619242623203,12.734112254830853,2.833213344056216,1.791759469228055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2019,2.1,6,210000.0,3.0,32970.0,97.56,41.0,1.9459101490553132,12.25486757159303,10.403383666209391,3.7376696182833684,1.3862943611198906,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2019,1.9,8,190000.0,4.0,29830.0,95.12,184.0,2.1972245773362196,12.154784614286667,10.303303400245593,5.220355825078324,1.6094379124341003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2020,2.8,36,5040000.0,13.0,791280.0,73.17,150.0,3.6109179126442243,15.43291683846023,13.581408430188073,5.017279836814924,2.6390573296152584,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2020,0.2,1,20000.0,6.0,3140.0,90.24,38.0,0.6931471805599453,9.90353755128617,8.052296499538647,3.6635616461296463,1.9459101490553132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2020,1.8,32,4500000.0,18.0,706500.0,60.98,62.0,3.4965075614664802,15.319588176962746,13.468079896533885,4.143134726391533,2.9444389791664403,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2020,3.3,40,3300000.0,12.0,518100.0,75.61,279.0,3.713572066704308,15.009433329466965,13.157925482930336,5.634789603169249,2.5649493574615367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021,7.6,167,360000.0,22.0,56520.0,51.22,125.0,5.123963979403259,12.793862088206213,10.942367529494035,4.836281906951478,3.1354942159291497,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,3.4,146,240000.0,43.0,37680.0,0.0,103.0,4.990432586778736,12.388398368982115,10.53691126761627,4.6443908991413725,3.784189633918261,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021,5.8,128,9000000.0,22.0,1413000.0,51.22,201.0,4.859812404361672,16.012735246411598,14.161226369380497,5.308267697401205,3.1354942159291497,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,3.1,65,2790000.0,21.0,438030.0,53.66,124.0,4.189654742026425,14.841552512220423,12.99004496310977,4.8283137373023015,3.091042453358316,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021,1.3,26,130000.0,20.0,20410.0,56.1,148.0,3.295836866004329,11.775297421715827,9.923829250194043,5.003946305945459,3.044522437723423,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021,0.4,7,360000.0,18.0,56520.0,60.98,107.0,2.0794415416798357,12.793862088206213,10.942367529494035,4.68213122712422,2.9444389791664403,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021,2.9,23,2320000.0,8.0,364240.0,85.37,41.0,3.1780538303479458,14.657078174676883,12.80557101544746,3.7376696182833684,2.1972245773362196,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2021,1.2,12,720000.0,10.0,113040.0,80.49,110.0,2.5649493574615367,13.487007879880162,11.635505863745324,4.709530201312334,2.3978952727983707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021,1.5,2,1050000.0,1.0,164850.0,100.0,11.0,1.0986122886681098,13.864301674514206,12.012797314602194,2.4849066497880004,0.6931471805599453,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021,1.8,18,540000.0,10.0,84780.0,80.49,336.0,2.9444389791664403,13.199326270390594,11.34782674007179,5.820082930352362,2.3978952727983707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021,4.3,56,2150000.0,13.0,337550.0,73.17,1198.0,4.04305126783455,14.580978865220017,12.729471888989698,7.089243155027514,2.6390573296152584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021,4.7,113,470000.0,24.0,73790.0,46.34,1468.0,4.736198448394496,13.060490101343552,11.208992051932396,7.292337176173877,3.2188758248682006,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
