year,country,disaster_type,severity_index,casualties,economic_loss,response_hours,aid_amount,response_score,recovery_days
2017,United States,Tornado,1.7,10,170000.0,6.0,26860.0,90.24,47.0
2017,Canada,Wildfire,0.3,5,240000.0,17.0,37920.0,63.41,17.0
2017,Nigeria,Wildfire,3.1,47,310000.0,15.0,48980.0,68.29,593.0
2018,Brazil,Landslide,4.2,118,300000.0,28.0,47400.0,36.59,171.0
2018,Chile,Drought,1.7,31,1530000.0,18.0,241740.0,60.98,41.0
2018,Australia,Extreme Heat,3.4,54,340000.0,16.0,53720.0,65.85,14.0
2018,Mexico,Drought,3.3,56,3960000.0,17.0,625680.0,63.41,73.0
2018,Mexico,Cyclone,6.9,14,690000.0,2.0,109020.0,100.0,68.0
2018,South Africa,Flood,6.9,48,3450000.0,7.0,545100.0,87.8,386.0
2018,Congo,Flood,5.8,273,2900000.0,47.0,458200.0,0.0,459.0
2018,South Africa,Wildfire,0.6,3,60000.0,5.0,9480.0,92.68,268.0
2019,Chile,Landslide,2.5,20,1000000.0,8.0,158000.0,85.37,105.0
2019,Chile,Storm Surge,0.6,14,60000.0,23.0,9480.0,48.78,41.0
2019,Australia,Storm Surge,0.6,10,180000.0,16.0,28440.0,65.85,9.0
2019,New Zealand,Earthquake,3.9,16,7800000.0,4.0,1232400.0,95.12,35.0
2019,New Zealand,Landslide,0.6,2,60000.0,4.0,9480.0,95.12,12.0
2019,Canada,Wildfire,1.6,34,1280000.0,21.0,202240.0,53.66,19.0
2019,Mexico,Drought,2.5,33,3000000.0,13.0,474000.0,73.17,118.0
2019,Canada,Extreme Cold,1.3,14,130000.0,11.0,20540.0,78.05,57.0
2019,Canada,Drought,2.0,8,2400000.0,4.0,379200.0,95.12,36.0
2019,United States,Wildfire,5.1,5,4080000.0,1.0,644640.0,100.0,17.0
2019,Nigeria,Drought,1.6,45,1600000.0,28.0,252800.0,36.59,712.0
2019,Nigeria,Drought,1.8,22,1800000.0,12.0,284400.0,75.61,692.0
2020,Brazil,Flood,0.6,15,210000.0,25.0,33180.0,43.9,118.0
2020,Australia,Storm Surge,4.0,64,1200000.0,16.0,189600.0,65.85,51.0
2020,New Zealand,Tsunami,2.3,9,230000.0,4.0,36340.0,95.12,18.0
2020,New Zealand,Tsunami,2.2,7,220000.0,3.0,34760.0,97.56,47.0
2020,Canada,Landslide,3.3,36,330000.0,11.0,52140.0,78.05,42.0
2020,Mexico,Earthquake,1.3,20,3250000.0,15.0,513500.0,68.29,174.0
2020,United States,Cyclone,6.2,6,620000.0,1.0,97960.0,100.0,20.0
2020,Mexico,Earthquake,2.2,2,5500000.0,1.0,869000.0,100.0,80.0
2020,South Africa,Landslide,0.9,13,90000.0,14.0,14220.0,70.73,225.0
2020,South Africa,Extreme Heat,0.3,2,30000.0,8.0,4740.0,85.37,55.0
2021,Brazil,Landslide,5.4,151,4000000.0,28.0,632000.0,36.59,99.0
2021,Brazil,Landslide,1.4,6,560000.0,4.0,88480.0,95.12,125.0
2021,Peru,Earthquake,0.2,5,360000.0,24.0,56880.0,46.34,252.0
2021,Australia,Wildfire,4.0,72,400000.0,18.0,63200.0,60.98,35.0
2021,Australia,Extreme Heat,1.1,7,110000.0,6.0,17380.0,90.24,27.0
2021,Canada,Wildfire,3.6,32,2880000.0,9.0,455040.0,82.93,10.0
2021,Canada,Flood,6.4,32,3840000.0,5.0,606720.0,92.68,19.0
2021,Mexico,Flood,1.8,31,1080000.0,17.0,170640.0,63.41,176.0
2021,Mexico,Drought,2.3,30,2760000.0,13.0,436080.0,73.17,135.0
2021,Canada,Flood,8.8,26,5280000.0,3.0,834240.0,97.56,36.0
2021,Mexico,Flood,3.7,26,2220000.0,7.0,350760.0,87.8,225.0
2021,United States,Wildfire,1.5,20,1200000.0,13.0,189600.0,73.17,32.0
2021,Canada,Landslide,1.2,10,120000.0,8.0,18960.0,85.37,52.0
2021,United States,Extreme Cold,2.7,8,270000.0,3.0,42660.0,97.56,49.0
2021,Canada,Extreme Cold,1.1,2,110000.0,2.0,17380.0,100.0,34.0
2021,Mexico,Cyclone,6.4,32,640000.0,5.0,101120.0,92.68,65.0
2021,United States,Storm Surge,1.3,1,910000.0,1.0,143780.0,100.0,40.0
2021,Turkey,Flood,2.8,14,1400000.0,5.0,221200.0,92.68,81.0
2021,South Africa,Drought,1.6,14,1600000.0,9.0,252800.0,82.93,302.0
2021,Nigeria,Flood,3.1,31,1550000.0,10.0,244900.0,80.49,1096.0
2021,Nigeria,Flood,3.1,28,1550000.0,9.0,244900.0,82.93,1145.0
2022,Brazil,Wildfire,3.0,174,1110000.0,58.0,175380.0,0.0,160.0
2022,Brazil,Flood,2.0,60,700000.0,30.0,110600.0,31.71,118.0
2022,Australia,Wildfire,3.4,31,340000.0,9.0,53720.0,82.93,36.0
2022,Australia,Wildfire,1.6,27,160000.0,17.0,25280.0,63.41,12.0
2022,Australia,Volcanic Eruption,2.2,15,220000.0,7.0,34760.0,87.8,35.0
2022,Australia,Drought,1.8,7,1800000.0,4.0,284400.0,95.12,44.0
2022,Australia,Volcanic Eruption,1.1,7,110000.0,6.0,17380.0,90.24,59.0
2022,Australia,Extreme Heat,2.9,44,290000.0,15.0,45820.0,68.29,53.0
2022,New Zealand,Volcanic Eruption,3.0,9,300000.0,3.0,47400.0,97.56,8.0
2022,New Zealand,Wildfire,1.0,7,100000.0,7.0,15800.0,87.8,22.0
2022,Mexico,Flood,3.4,58,2040000.0,17.0,322320.0,63.41,215.0
2022,Canada,Extreme Cold,0.1,1,10000.0,8.0,1580.0,85.37,42.0
2022,Canada,Extreme Cold,4.0,16,400000.0,4.0,63200.0,95.12,10.0
2022,United States,Cyclone,6.0,6,600000.0,1.0,94800.0,100.0,49.0
2022,Mexico,Extreme Heat,1.4,3,140000.0,2.0,22120.0,100.0,70.0
2022,Nigeria,Drought,2.4,98,2400000.0,41.0,379200.0,4.88,563.0
2023,Brazil,Landslide,5.6,73,2240000.0,13.0,353920.0,73.17,115.0
2023,New Zealand,Storm Surge,2.0,12,600000.0,6.0,94800.0,90.24,23.0
2023,New Zealand,Earthquake,3.1,3,6200000.0,1.0,979600.0,100.0,29.0
2023,Mexico,Drought,2.6,57,3120000.0,22.0,492960.0,51.22,91.0
2023,United States,Tornado,6.0,24,600000.0,4.0,94800.0,95.12,12.0
2023,United States,Wildfire,8.2,16,6560000.0,2.0,1036480.0,100.0,27.0
2023,Mexico,Cyclone,5.0,5,500000.0,1.0,79000.0,100.0,53.0
2023,United States,Extreme Cold,5.0,15,500000.0,3.0,79000.0,97.56,47.0
2023,Nigeria,Flood,2.5,43,1250000.0,17.0,197500.0,63.41,853.0
2024,Chile,Earthquake,0.3,4,540000.0,12.0,85320.0,75.61,115.0
2024,Australia,Drought,2.5,45,2500000.0,18.0,395000.0,60.98,31.0
2024,Australia,Drought,3.2,3,3200000.0,1.0,505600.0,100.0,26.0
2024,New Zealand,Landslide,1.2,7,120000.0,6.0,18960.0,90.24,36.0
2024,New Zealand,Flood,0.9,5,450000.0,5.0,71100.0,92.68,38.0
2024,Australia,Extreme Heat,3.9,8,390000.0,2.0,61620.0,100.0,16.0
2024,Mexico,Drought,2.6,62,3120000.0,24.0,492960.0,46.34,74.0
2024,Canada,Wildfire,2.6,31,2080000.0,12.0,328640.0,75.61,9.0
2024,Canada,Wildfire,2.2,9,1760000.0,4.0,278080.0,95.12,46.0
2024,Mexico,Earthquake,0.7,6,1750000.0,8.0,276500.0,85.37,178.0
2024,Canada,Wildfire,0.8,3,640000.0,4.0,101120.0,95.12,28.0
2024,Mexico,Extreme Heat,0.1,2,10000.0,16.0,1580.0,65.85,35.0
2024,Mexico,Extreme Heat,0.5,5,50000.0,10.0,7900.0,80.49,50.0
2024,Nigeria,Drought,0.3,12,300000.0,40.0,47400.0,7.32,492.0
2016,Indonesia,Extreme Heat,3.4,61,269385.4,18.0,42552.45,60.98,41.0
2019,Philippines,Extreme Heat,1.6,19,40472.0,12.0,6392.32,75.61,74.0
1990,China,Drought,2.6,86,162237.0,33.0,25618.32,24.39,177.0
1998,Indonesia,Storm Surge,1.8,18,423372.6,10.0,66852.72,80.49,150.0
2018,India,Storm Surge,2.2,13,285694.2,6.0,45109.47,90.24,95.0
2017,Bangladesh,Extreme Heat,2.3,18,60586.6,8.0,2194.0,85.37,51.0
2021,China,Storm Surge,3.0,21,520609.0,7.0,82185.84,87.8,108.0
2007,Philippines,Extreme Heat,3.1,28,305691.0,9.0,48256.52,82.93,42.0
2007,Philippines,Cyclone,5.0,65,491440.0,13.0,77576.27,73.17,40.0
2016,India,Storm Surge,5.2,52,1303292.0,10.0,205703.68,80.49,111.0
2013,China,Cyclone,1.5,5,47628.0,3.0,9381.0,97.56,47.0
2022,Turkey,Flood,1.9,17,344328.0,9.0,54342.06,82.93,143.0
2005,Japan,Earthquake,3.6,50,5098817.0,14.0,804680.63,70.73,13.0
2019,China,Extreme Heat,4.0,8,118920.0,2.0,18766.28,100.0,56.0
2007,Turkey,Wildfire,2.2,33,142249.8,15.0,22446.22,68.29,82.0
2000,China,Landslide,0.3,13,18093.6,44.0,2854.92,0.0,48.0
2021,China,Cyclone,1.8,41,103491.0,23.0,16328.04,48.78,47.0
2010,Turkey,Earthquake,5.6,90,10492064.0,16.0,1655147.78,65.85,224.0
2021,India,Flood,0.2,2,32889.0,10.0,5187.77,80.49,107.0
2002,China,Storm Surge,3.4,238,193836.0,70.0,30567.08,0.0,81.0
2004,Bangladesh,Cyclone,8.9,383,472153.9,43.0,74436.53,0.0,19.0
2000,Bangladesh,Tornado,3.0,189,228678.0,63.0,36050.22,0.0,94.0
2020,Bangladesh,Extreme Heat,5.5,11,394108.0,2.0,62116.56,100.0,52.0
2024,Turkey,Wildfire,2.5,13,39515.0,5.0,6389.0,92.68,164.0
2007,Indonesia,Extreme Heat,3.4,27,256045.0,8.0,40336.98,85.37,25.0
2004,Indonesia,Volcanic Eruption,4.7,47,466710.0,10.0,73513.24,80.49,107.0
2010,Bangladesh,Flood,6.0,30,1326792.0,5.0,208957.8,92.68,134.0
2002,Japan,Cyclone,1.3,5,35249.5,4.0,5871.0,95.12,29.0
2000,India,Drought,1.4,25,26533.0,18.0,4742.0,60.98,94.0
2017,India,Earthquake,0.5,1,917101.0,2.0,144391.68,100.0,319.0
2022,Philippines,Extreme Heat,2.1,21,133620.9,10.0,21036.98,80.49,86.0
2020,Bangladesh,Flood,3.4,99,1537786.0,29.0,242085.07,34.15,137.0
2020,Indonesia,Earthquake,6.7,114,13326058.8,17.0,2097730.09,63.41,451.0
2014,Japan,Earthquake,0.9,7,308180.7,8.0,48496.04,85.37,30.0
1997,Turkey,Wildfire,1.7,17,50000.4,10.0,7784.0,80.49,107.0
2024,Indonesia,Storm Surge,0.9,11,242997.3,12.0,38226.38,75.61,157.0
2009,China,Earthquake,1.4,11,423985.0,8.0,66692.16,85.37,77.0
2007,India,Landslide,3.1,40,307671.9,13.0,48393.69,73.17,132.0
2018,Indonesia,Landslide,1.4,7,113222.2,5.0,17807.63,92.68,97.0
2005,Bangladesh,Tornado,4.2,231,412582.8,55.0,64886.91,0.0,148.0
2017,Bangladesh,Flood,1.8,95,645044.0,53.0,101440.65,0.0,169.0
2021,Philippines,Cyclone,1.9,32,117311.7,17.0,18441.39,63.41,74.0
2004,Japan,Earthquake,0.1,2,181618.9,15.0,28549.15,68.29,14.0
1998,Bangladesh,Flood,4.5,612,1567528.0,136.0,246376.57,0.0,152.0
2017,Bangladesh,Extreme Heat,3.5,158,90446.0,45.0,14214.31,0.0,68.0
2022,Japan,Tsunami,2.5,30,159055.0,12.0,24992.07,75.61,11.0
2019,Turkey,Earthquake,5.2,57,4788862.0,11.0,752416.2,78.05,176.0
2005,Japan,Earthquake,0.5,4,326554.0,7.0,51302.88,87.8,15.0
2020,Bangladesh,Landslide,1.4,57,50661.8,41.0,5045.0,4.88,130.0
2007,China,Earthquake,4.6,133,2899012.0,29.0,455403.97,34.15,32.0
1997,Turkey,Landslide,1.3,7,40697.8,5.0,2903.0,92.68,38.0
2023,Bangladesh,Flood,2.5,98,841281.0,39.0,132121.33,9.76,151.0
1990,United States,Wildfire,6.9,117,120000.0,17.0,18840.0,63.41,26.0
1993,Brazil,Landslide,4.6,133,170000.0,29.0,26690.0,34.15,152.0
1993,Chile,Wildfire,2.2,101,2800000.0,46.0,439600.0,0.0,149.0
1993,Chile,Landslide,2.7,62,1080000.0,23.0,169560.0,48.78,86.0
1995,Chile,Wildfire,3.0,141,5600000.0,47.0,879200.0,0.0,52.0
1995,Chile,Drought,3.5,119,900000.0,34.0,141300.0,21.95,75.0
1997,United States,Storm Surge,4.0,48,2800000.0,12.0,439600.0,75.61,55.0
1997,South Africa,Drought,4.2,38,710000.0,9.0,111470.0,82.93,233.0
1998,Brazil,Landslide,3.2,90,3400000.0,28.0,533800.0,36.59,160.0
1998,Australia,Wildfire,3.9,51,390000.0,13.0,61230.0,73.17,29.0
1998,Mexico,Extreme Heat,2.9,93,10000.0,32.0,1570.0,26.83,50.0
2000,Mexico,Cyclone,5.0,80,840000.0,16.0,131880.0,65.85,44.0
2000,South Africa,Flood,4.9,25,840000.0,5.0,131880.0,92.68,602.0
2000,Nigeria,Storm Surge,2.6,146,2400000.0,56.0,376800.0,0.0,306.0
2001,Australia,Earthquake,1.0,1,2000000.0,1.0,314000.0,100.0,27.0
2001,Canada,Storm Surge,1.9,6,1330000.0,3.0,208810.0,97.56,46.0
2002,Chile,Tsunami,4.7,221,420000.0,47.0,65940.0,0.0,229.0
2002,Brazil,Flood,3.9,101,280000.0,26.0,43960.0,41.46,156.0
2002,Chile,Landslide,3.1,68,1240000.0,22.0,194680.0,51.22,127.0
2002,Canada,Wildfire,2.4,12,1920000.0,5.0,301440.0,92.68,30.0
2002,South Africa,Flood,2.7,27,200000.0,10.0,31400.0,80.49,369.0
2003,Chile,Wildfire,0.9,34,450000.0,38.0,70650.0,12.2,57.0
2003,Australia,Drought,0.4,8,400000.0,20.0,62800.0,56.1,19.0
2003,Australia,Wildfire,0.5,4,50000.0,8.0,7850.0,85.37,24.0
2003,United States,Wildfire,3.6,47,2880000.0,13.0,452160.0,73.17,24.0
2003,Mexico,Flood,1.3,10,780000.0,8.0,122460.0,85.37,95.0
2003,Mexico,Drought,0.4,1,480000.0,3.0,75360.0,97.56,75.0
2004,Nigeria,Flood,0.2,11,50000.0,57.0,7850.0,0.0,1188.0
2005,Peru,Earthquake,5.9,94,5000000.0,16.0,785000.0,65.85,313.0
2005,Australia,Wildfire,0.8,4,80000.0,5.0,12560.0,92.68,25.0
2005,Mexico,Cyclone,3.7,89,370000.0,24.0,58090.0,46.34,31.0
2005,Mexico,Drought,4.0,64,4800000.0,16.0,753600.0,65.85,65.0
2005,United States,Cyclone,4.5,14,450000.0,3.0,70650.0,97.56,7.0
2005,Congo,Landslide,2.0,32,700000.0,16.0,109900.0,65.85,885.0
2005,Nigeria,Flood,2.3,58,1150000.0,25.0,180550.0,43.9,460.0
2006,Chile,Extreme Cold,2.8,34,280000.0,12.0,43960.0,75.61,53.0
2006,Brazil,Earthquake,2.5,48,4500000.0,19.0,706500.0,58.54,770.0
2006,Chile,Drought,1.0,14,900000.0,14.0,141300.0,70.73,170.0
2006,United States,Tornado,5.7,23,570000.0,4.0,89490.0,95.12,34.0
2006,United States,Earthquake,2.4,17,6000000.0,7.0,942000.0,87.8,21.0
2006,South Africa,Flood,1.0,11,500000.0,11.0,78500.0,78.05,627.0
2007,Brazil,Flood,3.5,42,1225000.0,12.0,192325.0,75.61,123.0
2007,New Zealand,Volcanic Eruption,3.5,49,350000.0,14.0,54950.0,70.73,11.0
2007,United States,Extreme Cold,2.0,16,200000.0,8.0,31400.0,85.37,58.0
2007,South Africa,Drought,3.4,48,3400000.0,14.0,533800.0,70.73,199.0
2007,Congo,Landslide,3.6,43,360000.0,12.0,56520.0,75.61,569.0
2007,Nigeria,Drought,3.0,90,3000000.0,30.0,471000.0,31.71,658.0
2007,Nigeria,Flood,5.0,85,2500000.0,17.0,392500.0,63.41,836.0
2007,South Africa,Landslide,2.3,101,230000.0,44.0,36110.0,0.0,213.0
2007,Nigeria,Drought,0.9,32,900000.0,35.0,141300.0,19.51,515.0
2008,Brazil,Drought,2.6,96,1250000.0,37.0,196250.0,14.63,146.0
2008,Brazil,Landslide,4.8,82,1920000.0,17.0,301440.0,63.41,139.0
2008,Australia,Wildfire,0.2,0,20000.0,1.0,3140.0,100.0,46.0
2008,United States,Storm Surge,8.1,49,5670000.0,6.0,890190.0,90.24,7.0
2008,Mexico,Cyclone,4.8,96,480000.0,20.0,75360.0,56.1,58.0
2008,Mexico,Cyclone,1.0,3,100000.0,3.0,15700.0,97.56,27.0
2008,United States,Flood,0.4,1,240000.0,3.0,37680.0,97.56,18.0
2009,New Zealand,Drought,1.5,3,1500000.0,2.0,235500.0,100.0,25.0
2009,United States,Flood,5.0,10,3000000.0,2.0,471000.0,100.0,13.0
2009,South Africa,Landslide,1.7,71,170000.0,42.0,26690.0,2.44,345.0
2009,South Africa,Drought,0.7,5,700000.0,7.0,109900.0,87.8,236.0
2010,Peru,Landslide,1.8,36,720000.0,20.0,113040.0,56.1,332.0
2010,Brazil,Drought,2.2,26,1980000.0,12.0,310860.0,75.61,174.0
2010,Chile,Tsunami,1.2,6,120000.0,5.0,18840.0,92.68,170.0
2010,Brazil,Landslide,0.3,4,120000.0,14.0,18840.0,70.73,93.0
2010,Australia,Wildfire,0.4,2,40000.0,5.0,6280.0,92.68,57.0
2010,United States,Wildfire,2.4,41,1920000.0,17.0,301440.0,63.41,23.0
2010,United States,Cyclone,2.3,16,230000.0,7.0,36110.0,87.8,10.0
2010,United States,Extreme Cold,2.9,6,290000.0,2.0,45530.0,100.0,38.0
2010,Mexico,Extreme Heat,2.1,34,210000.0,16.0,32970.0,65.85,47.0
2010,United States,Cyclone,5.6,28,560000.0,5.0,87920.0,92.68,15.0
2010,Canada,Wildfire,2.3,9,1840000.0,4.0,288880.0,95.12,7.0
2010,United States,Storm Surge,1.4,3,980000.0,2.0,153860.0,100.0,46.0
2010,Nigeria,Drought,2.4,24,2400000.0,10.0,376800.0,80.49,296.0
2011,New Zealand,Landslide,1.4,11,140000.0,8.0,21980.0,85.37,43.0
2011,New Zealand,Drought,0.6,2,600000.0,4.0,94200.0,95.12,37.0
2011,Canada,Extreme Cold,0.1,3,10000.0,30.0,1570.0,31.71,32.0
2011,United States,Cyclone,1.9,6,190000.0,3.0,29830.0,97.56,23.0
2011,United States,Extreme Heat,8.5,17,850000.0,2.0,133450.0,100.0,59.0
2011,Nigeria,Extreme Heat,1.1,40,110000.0,36.0,17270.0,17.07,63.0
2012,United States,Wildfire,4.0,52,3200000.0,13.0,502400.0,73.17,48.0
2012,Canada,Storm Surge,2.3,39,1610000.0,17.0,252770.0,63.41,31.0
2012,Canada,Storm Surge,3.5,32,2450000.0,9.0,384650.0,82.93,34.0
2012,United States,Extreme Heat,5.0,25,500000.0,5.0,78500.0,92.68,22.0
2012,South Africa,Wildfire,0.4,6,40000.0,14.0,6280.0,70.73,247.0
2013,Australia,Tornado,3.9,27,390000.0,7.0,61230.0,87.8,7.0
2013,New Zealand,Wildfire,2.3,23,230000.0,10.0,36110.0,80.49,27.0
2013,Mexico,Volcanic Eruption,1.5,39,150000.0,26.0,23550.0,41.46,81.0
2013,United States,Wildfire,0.6,1,480000.0,1.0,75360.0,100.0,41.0
2013,South Africa,Landslide,0.6,3,60000.0,5.0,9420.0,92.68,307.0
2013,Nigeria,Extreme Heat,1.8,83,180000.0,46.0,28260.0,0.0,45.0
2014,Brazil,Landslide,3.9,23,1560000.0,6.0,244920.0,90.24,168.0
2014,Brazil,Landslide,0.7,13,280000.0,18.0,43960.0,60.98,161.0
2014,Australia,Wildfire,3.3,23,330000.0,7.0,51810.0,87.8,42.0
2014,South Africa,Drought,2.6,16,2600000.0,6.0,408200.0,90.24,194.0
2014,Nigeria,Cyclone,0.3,3,30000.0,11.0,4710.0,78.05,70.0
2015,Brazil,Flood,2.9,58,1015000.0,20.0,159355.0,56.1,141.0
2015,Chile,Storm Surge,1.3,35,130000.0,27.0,20410.0,39.02,162.0
2015,Chile,Storm Surge,2.0,26,200000.0,13.0,31400.0,73.17,179.0
2015,Australia,Wildfire,2.5,43,250000.0,17.0,39250.0,63.41,36.0
2015,United States,Wildfire,3.1,37,2480000.0,12.0,389360.0,75.61,19.0
2015,United States,Cyclone,4.8,24,480000.0,5.0,75360.0,92.68,55.0
2015,Mexico,Earthquake,0.6,14,1500000.0,23.0,235500.0,48.78,88.0
2015,Nigeria,Drought,0.3,3,300000.0,9.0,47100.0,82.93,436.0
2015,Nigeria,Extreme Heat,3.3,13,330000.0,4.0,51810.0,95.12,42.0
2016,Brazil,Flood,3.7,174,260000.0,47.0,40820.0,0.0,178.0
2016,Chile,Tsunami,7.1,170,300000.0,24.0,47100.0,46.34,39.0
2016,Australia,Cyclone,3.2,29,320000.0,9.0,50240.0,82.93,32.0
2016,Mexico,Drought,3.3,43,3960000.0,13.0,621720.0,73.17,40.0
2016,United States,Storm Surge,6.8,34,4760000.0,5.0,747320.0,92.68,27.0
2016,Mexico,Extreme Heat,2.8,50,280000.0,18.0,43960.0,60.98,38.0
2016,Canada,Extreme Cold,0.7,1,70000.0,1.0,10990.0,100.0,22.0
2016,Mexico,Earthquake,3.7,15,9250000.0,4.0,1452250.0,95.12,171.0
2017,Brazil,Landslide,5.7,251,8600000.0,44.0,1350200.0,0.0,135.0
2017,Chile,Tsunami,5.0,35,500000.0,7.0,78500.0,87.8,248.0
2017,New Zealand,Landslide,0.9,14,90000.0,15.0,14130.0,68.29,36.0
2017,Mexico,Earthquake,1.8,23,4500000.0,13.0,706500.0,73.17,80.0
2017,United States,Extreme Cold,2.5,3,250000.0,1.0,39250.0,100.0,15.0
2017,Mexico,Flood,1.2,5,720000.0,4.0,113040.0,95.12,34.0
2017,United States,Flood,0.5,3,300000.0,5.0,47100.0,92.68,36.0
2018,Chile,Wildfire,0.2,2,100000.0,8.0,15700.0,85.37,136.0
2018,United States,Landslide,7.2,36,720000.0,5.0,113040.0,92.68,15.0
2018,Canada,Extreme Cold,2.5,28,250000.0,11.0,39250.0,78.05,29.0
2018,United States,Tornado,1.2,2,120000.0,2.0,18840.0,100.0,30.0
2018,South Africa,Drought,1.2,5,1200000.0,4.0,188400.0,95.12,183.0
2018,Nigeria,Storm Surge,2.8,8,840000.0,3.0,131880.0,97.56,633.0
2019,Chile,Wildfire,0.8,1,400000.0,1.0,62800.0,100.0,112.0
2019,Australia,Drought,3.4,41,3400000.0,12.0,533800.0,75.61,55.0
2019,New Zealand,Landslide,0.7,6,70000.0,9.0,10990.0,82.93,57.0
2019,Australia,Wildfire,2.0,2,200000.0,1.0,31400.0,100.0,8.0
2019,United States,Flood,3.6,18,2160000.0,5.0,339120.0,92.68,16.0
2019,Mexico,Cyclone,2.1,6,210000.0,3.0,32970.0,97.56,41.0
2019,South Africa,Wildfire,1.9,8,190000.0,4.0,29830.0,95.12,184.0
2020,Chile,Earthquake,2.8,36,5040000.0,13.0,791280.0,73.17,150.0
2020,New Zealand,Wildfire,0.2,1,20000.0,6.0,3140.0,90.24,38.0
2020,Mexico,Earthquake,1.8,32,4500000.0,18.0,706500.0,60.98,62.0
2020,South Africa,Drought,3.3,40,3300000.0,12.0,518100.0,75.61,279.0
2021,Chile,Tsunami,7.6,167,360000.0,22.0,56520.0,51.22,125.0
2021,Brazil,Landslide,3.4,146,240000.0,43.0,37680.0,0.0,103.0
2021,Chile,Tsunami,5.8,128,9000000.0,22.0,1413000.0,51.22,201.0
2021,Chile,Drought,3.1,65,2790000.0,21.0,438030.0,53.66,124.0
2021,Chile,Storm Surge,1.3,26,130000.0,20.0,20410.0,56.1,148.0
2021,Brazil,Drought,0.4,7,360000.0,18.0,56520.0,60.98,107.0
2021,United States,Wildfire,2.9,23,2320000.0,8.0,364240.0,85.37,41.0
2021,Mexico,Flood,1.2,12,720000.0,10.0,113040.0,80.49,110.0
2021,Canada,Storm Surge,1.5,2,1050000.0,1.0,164850.0,100.0,11.0
2021,South Africa,Storm Surge,1.8,18,540000.0,10.0,84780.0,80.49,336.0
2021,Nigeria,Flood,4.3,56,2150000.0,13.0,337550.0,73.17,1198.0
2021,Congo,Volcanic Eruption,4.7,113,470000.0,24.0,73790.0,46.34,1468.0
2021,Nigeria,Flood,2.5,8,1250000.0,3.0,196250.0,97.56,563.0
2022,Brazil,Landslide,1.7,46,680000.0,27.0,106760.0,39.02,103.0
2022,Brazil,Extreme Heat,4.0,192,400000.0,48.0,62800.0,0.0,89.0
2022,Chile,Earthquake,0.4,3,720000.0,7.0,113040.0,87.8,40.0
2022,New Zealand,Volcanic Eruption,1.3,7,130000.0,5.0,20410.0,92.68,24.0
2022,Australia,Drought,0.1,1,100000.0,14.0,15700.0,70.73,35.0
2022,United States,Wildfire,3.8,49,3040000.0,13.0,477280.0,73.17,26.0
2022,Mexico,Flood,1.8,18,1080000.0,10.0,169560.0,80.49,52.0
2022,Mexico,Flood,3.9,4,2340000.0,1.0,367380.0,100.0,233.0
2022,Mexico,Cyclone,5.3,32,530000.0,6.0,83210.0,90.24,39.0
2022,United States,Tornado,2.2,2,220000.0,1.0,34540.0,100.0,13.0
2022,South Africa,Flood,4.7,47,2350000.0,10.0,368950.0,80.49,630.0
2022,South Africa,Wildfire,1.5,15,150000.0,10.0,23550.0,80.49,238.0
2023,Australia,Wildfire,3.0,15,300000.0,5.0,47100.0,92.68,33.0
2023,New Zealand,Drought,2.4,12,2400000.0,5.0,376800.0,92.68,24.0
2023,New Zealand,Storm Surge,2.0,8,600000.0,4.0,94200.0,95.12,37.0
2023,New Zealand,Earthquake,2.2,7,4400000.0,3.0,690800.0,97.56,7.0
2023,United States,Tornado,7.2,29,720000.0,4.0,113040.0,95.12,34.0
2023,United States,Landslide,3.9,16,390000.0,4.0,61230.0,95.12,17.0
2023,United States,Extreme Cold,1.7,9,170000.0,5.0,26690.0,92.68,42.0
2023,Mexico,Cyclone,1.3,14,130000.0,11.0,20410.0,78.05,44.0
2023,Turkey,Earthquake,6.2,50,12400000.0,8.0,1946800.0,85.37,282.0
2024,Chile,Earthquake,1.7,5,3060000.0,3.0,480420.0,97.56,92.0
2024,Chile,Storm Surge,0.2,2,20000.0,12.0,3140.0,75.61,169.0
2024,New Zealand,Earthquake,4.3,22,8600000.0,5.0,1350200.0,92.68,32.0
2024,New Zealand,Flood,1.7,5,850000.0,3.0,133450.0,97.56,27.0
2024,New Zealand,Flood,1.6,3,800000.0,2.0,125600.0,100.0,17.0
2024,United States,Landslide,7.6,23,760000.0,3.0,119320.0,97.56,36.0
2024,United States,Earthquake,5.4,22,13500000.0,4.0,2119500.0,95.12,11.0
2024,Mexico,Flood,2.1,11,1260000.0,5.0,197820.0,92.68,110.0
2024,Canada,Landslide,0.1,0,10000.0,2.0,1570.0,100.0,10.0
2024,Indonesia,Tsunami,5.2,21,41600000.0,4.0,6531200.0,95.12,286.0
2024,Congo,Flood,5.6,28,2800000.0,5.0,439600.0,92.68,988.0
2024,South Africa,Drought,4.0,44,4000000.0,11.0,628000.0,78.05,354.0
2024,Nigeria,Flood,4.5,189,2250000.0,42.0,353250.0,2.44,775.0
2012,Japan,Tsunami,7.1,43,13668050.0,6.0,2145421.86,90.24,10.0
2002,India,Landslide,4.3,108,247701.5,25.0,38875.55,43.9,93.0
2022,Indonesia,Earthquake,6.1,92,6254527.0,15.0,981477.67,68.29,974.0
2020,China,Storm Surge,0.4,3,86044.8,8.0,13498.19,85.37,179.0
2016,Philippines,Storm Surge,0.1,1,23720.0,8.0,3720.6,85.37,152.0
