year,country,disaster_type,severity_index,casualties,economic_loss,response_hours,aid_amount,response_score,recovery_days
2013,Mexico,Flood,1.6,24,"€960,000.00",15.00,"€152,640.00",68.29,74.00
2013,United States,Storm Surge,3.2,16,"€2,240,000.00",5.00,"€356,160.00",92.68,45.00
2013,Canada,Wildfire,0.3,5,"€240,000.00",17.00,"€38,160.00",63.41,25.00
2013,Congo,Landslide,4.1,189,"€410,000.00",46.00,"€65,190.00",0.00,691.00
2013,Nigeria,Storm Surge,0.3,12,"€90,000.00",40.00,"€14,310.00",7.32,490.00
2013,South Africa,Drought,1.6,3,"€1,600,000.00",2.00,"€254,400.00",100.00,277.00
2014,New Zealand,Landslide,2.4,10,"€240,000.00",4.00,"€38,160.00",95.12,47.00
2014,Mexico,Extreme Heat,3.2,29,"€320,000.00",9.00,"€50,880.00",82.93,26.00
2014,United States,Cyclone,6.1,12,"€610,000.00",2.00,"€96,990.00",100.00,50.00
2014,Nigeria,Wildfire,0.9,19,"€90,000.00",21.00,"€14,310.00",53.66,313.00
2014,South Africa,Landslide,0.5,3,"€50,000.00",6.00,"€7,950.00",90.24,321.00
2015,Brazil,Flood,3.1,127,"€130,000.00",41.00,"€20,670.00",4.88,157.00
2015,Australia,Cyclone,0.2,1,"€20,000.00",3.00,"€3,180.00",97.56,51.00
2015,Australia,Flood,1,15,"€500,000.00",15.00,"€79,500.00",68.29,9.00
2015,Mexico,Earthquake,3.6,47,"€9,000,000.00",13.00,"€1,431,000.00",73.17,59.00
2015,United States,Extreme Heat,1.8,2,"€180,000.00",1.00,"€28,620.00",100.00,54.00
2015,Canada,Wildfire,4,16,"€3,200,000.00",4.00,"€508,800.00",95.12,32.00
2015,Canada,Tornado,1.5,11,"€150,000.00",7.00,"€23,850.00",87.80,9.00
2015,Mexico,Earthquake,1.1,10,"€2,750,000.00",9.00,"€437,250.00",82.93,51.00
2015,Canada,Landslide,0.4,2,"€40,000.00",4.00,"€6,360.00",95.12,10.00
2015,United States,Drought,1.4,1,"€1,680,000.00",1.00,"€267,120.00",100.00,19.00
2015,South Africa,Flood,1.5,9,"€750,000.00",6.00,"€119,250.00",90.24,920.00
2015,South Africa,Wildfire,3.6,22,"€360,000.00",6.00,"€57,240.00",90.24,225.00
2015,Nigeria,Drought,1.5,68,"€1,500,000.00",45.00,"€238,500.00",0.00,703.00
2016,Brazil,Flood,1.2,47,"€420,000.00",39.00,"€66,780.00",9.76,143.00
2016,Chile,Wildfire,1.3,33,"€650,000.00",25.00,"€103,350.00",43.90,44.00
2016,New Zealand,Earthquake,1.1,2,"€2,200,000.00",2.00,"€349,800.00",100.00,55.00
2016,United States,Extreme Heat,2.7,11,"€270,000.00",4.00,"€42,930.00",95.12,7.00
2016,Canada,Extreme Cold,2,16,"€200,000.00",8.00,"€31,800.00",85.37,18.00
2016,United States,Earthquake,4.3,13,"€10,750,000.00",3.00,"€1,709,250.00",97.56,17.00
2016,South Africa,Landslide,3.4,71,"€340,000.00",21.00,"€54,060.00",53.66,293.00
2016,Nigeria,Extreme Heat,2.8,109,"€280,000.00",39.00,"€44,520.00",9.76,78.00
2017,Brazil,Drought,3.7,41,"€3,330,000.00",11.00,"€529,470.00",78.05,104.00
2017,Chile,Storm Surge,3.6,25,"€360,000.00",7.00,"€57,240.00",87.80,63.00
2017,Peru,Landslide,0.9,18,"€360,000.00",20.00,"€57,240.00",56.10,313.00
2017,United States,Earthquake,7.9,40,"€19,750,000.00",5.00,"€3,140,250.00",92.68,11.00
2017,United States,Wildfire,1.1,7,"€880,000.00",6.00,"€139,920.00",90.24,32.00
2017,Nigeria,Storm Surge,2.2,53,"€660,000.00",24.00,"€104,940.00",46.34,589.00
2017,Nigeria,Storm Surge,2.8,11,"€840,000.00",4.00,"€133,560.00",95.12,380.00
2018,Brazil,Landslide,5.3,90,"€90,000.00",17.00,"€14,310.00",63.41,101.00
2018,Brazil,Drought,3.8,49,"€3,420,000.00",13.00,"€543,780.00",73.17,170.00
2018,Chile,Earthquake,2.6,47,"€4,680,000.00",18.00,"€744,120.00",60.98,30.00
2018,Brazil,Earthquake,0.9,14,"€1,620,000.00",15.00,"€257,580.00",68.29,685.00
2018,Canada,Storm Surge,3.2,77,"€2,240,000.00",24.00,"€356,160.00",46.34,35.00
2018,Mexico,Earthquake,3.6,43,"€9,000,000.00",12.00,"€1,431,000.00",75.61,37.00
2018,Canada,Landslide,2,34,"€200,000.00",17.00,"€31,800.00",63.41,58.00
2018,Mexico,Earthquake,2.1,34,"€5,250,000.00",16.00,"€834,750.00",65.85,49.00
2018,United States,Drought,2.6,5,"€3,120,000.00",2.00,"€496,080.00",100.00,7.00
2018,United States,Drought,1,1,"€1,200,000.00",1.00,"€190,800.00",100.00,53.00
2018,China,Wildfire,4.4,53,"€440,000.00",12.00,"€69,960.00",75.61,23.00
2019,Brazil,Drought,2.8,22,"€2,520,000.00",8.00,"€400,680.00",85.37,97.00
2019,Australia,Volcanic Eruption,1.9,21,"€190,000.00",11.00,"€30,210.00",78.05,48.00
2019,Canada,Wildfire,3.1,43,"€2,480,000.00",14.00,"€394,320.00",70.73,59.00
2019,Canada,Extreme Cold,3.9,90,"€390,000.00",23.00,"€62,010.00",48.78,9.00
2019,South Africa,Flood,6.6,73,"€3,300,000.00",11.00,"€524,700.00",78.05,831.00
2019,South Africa,Wildfire,3.8,46,"€380,000.00",12.00,"€60,420.00",75.61,188.00
2019,Nigeria,Extreme Heat,1.7,48,"€170,000.00",28.00,"€27,030.00",36.59,31.00
2020,Australia,Extreme Heat,2.9,15,"€290,000.00",5.00,"€46,110.00",92.68,46.00
2020,Canada,Wildfire,2,24,"€1,600,000.00",12.00,"€254,400.00",75.61,25.00
2020,Mexico,Flood,2.5,13,"€1,500,000.00",5.00,"€238,500.00",92.68,169.00
2020,Mexico,Flood,2.1,8,"€1,260,000.00",4.00,"€200,340.00",95.12,86.00
2020,United States,Extreme Heat,4.9,5,"€490,000.00",1.00,"€77,910.00",100.00,28.00
2020,South Africa,Wildfire,0.6,2,"€60,000.00",4.00,"€9,540.00",95.12,341.00
2020,Nigeria,Cyclone,1,24,"€100,000.00",24.00,"€15,900.00",46.34,43.00
2020,Nigeria,Extreme Heat,2.9,116,"€290,000.00",40.00,"€46,110.00",7.32,17.00
2021,Brazil,Wildfire,0.6,30,"€300,000.00",50.00,"€47,700.00",0.00,113.00
2021,Australia,Drought,3.5,35,"€3,500,000.00",10.00,"€556,500.00",80.49,50.00
2021,United States,Tornado,5.9,30,"€590,000.00",5.00,"€93,810.00",92.68,15.00
2021,United States,Volcanic Eruption,7.8,23,"€780,000.00",3.00,"€124,020.00",97.56,15.00
2021,Mexico,Extreme Heat,0.7,6,"€70,000.00",8.00,"€11,130.00",85.37,60.00
2021,Mexico,Extreme Heat,1.1,14,"€110,000.00",13.00,"€17,490.00",73.17,33.00
2021,Mexico,Drought,2.1,2,"€2,520,000.00",1.00,"€400,680.00",100.00,146.00
2021,Congo,Drought,4.8,58,"€4,800,000.00",12.00,"€763,200.00",75.61,390.00
2021,Nigeria,Drought,0.1,2,"€100,000.00",19.00,"€15,900.00",58.54,375.00
2022,Brazil,Drought,3.7,122,"€660,000.00",33.00,"€104,940.00",24.39,173.00
2022,Chile,Landslide,2.7,62,"€1,080,000.00",23.00,"€171,720.00",48.78,151.00
2022,Brazil,Landslide,1.3,3,"€520,000.00",2.00,"€82,680.00",100.00,152.00
2022,New Zealand,Volcanic Eruption,2.4,14,"€240,000.00",6.00,"€38,160.00",90.24,14.00
2022,New Zealand,Volcanic Eruption,1.2,4,"€120,000.00",3.00,"€19,080.00",97.56,33.00
2022,Australia,Wildfire,2.4,2,"€240,000.00",1.00,"€38,160.00",100.00,51.00
2022,Canada,Flood,5.7,63,"€3,420,000.00",11.00,"€543,780.00",78.05,28.00
2022,United States,Landslide,7.6,38,"€760,000.00",5.00,"€120,840.00",92.68,36.00
2022,United States,Extreme Heat,3.1,16,"€310,000.00",5.00,"€49,290.00",92.68,47.00
2022,Congo,Landslide,0.9,10,"€90,000.00",11.00,"€14,310.00",78.05,485.00
2022,Congo,Landslide,4.9,162,"€490,000.00",33.00,"€77,910.00",24.39,552.00
2022,Nigeria,Flood,1.6,3,"€800,000.00",2.00,"€127,200.00",100.00,372.00
2023,Brazil,Drought,2.5,30,"€2,250,000.00",12.00,"€357,750.00",75.61,107.00
2023,Australia,Drought,0.7,2,"€700,000.00",3.00,"€111,300.00",97.56,14.00
2023,New Zealand,Landslide,1.5,12,"€150,000.00",8.00,"€23,850.00",85.37,15.00
2023,Australia,Extreme Heat,2.1,29,"€210,000.00",14.00,"€33,390.00",70.73,24.00
2023,United States,Extreme Heat,3.3,7,"€330,000.00",2.00,"€52,470.00",100.00,30.00
2023,Nigeria,Drought,2,66,"€2,000,000.00",33.00,"€318,000.00",24.39,356.00
2024,Brazil,Flood,4.9,211,"€360,000.00",43.00,"€57,240.00",0.00,150.00
2024,New Zealand,Landslide,1.2,7,"€120,000.00",6.00,"€19,080.00",90.24,34.00
2024,New Zealand,Landslide,1.3,3,"€130,000.00",2.00,"€20,670.00",100.00,20.00
2024,Mexico,Extreme Heat,1.8,2,"€180,000.00",1.00,"€28,620.00",100.00,101.00
2006,Brazil,Landslide,4.1,103,"€230,000.00",25.00,"€36,570.00",43.90,178.00
2018,Australia,Cyclone,2.3,37,"€230,000.00",16.00,"€36,570.00",65.85,57.00
2020,United States,Storm Surge,5.1,15,"€3,570,000.00",3.00,"€567,630.00",97.56,25.00
2021,United States,Tornado,4.6,5,"€460,000.00",1.00,"€73,140.00",100.00,32.00
2023,New Zealand,Extreme Cold,2.3,12,"€230,000.00",5.00,"€36,570.00",92.68,33.00
2009,China,Landslide,0.7,1,"€36,044.40",2.00,"€4,474.00",100.00,174.00
2007,Bangladesh,Flood,1.2,24,"€506,656.80",20.00,"€80,552.47",56.10,126.00
2022,Philippines,Tsunami,2.6,21,"€120,686.80",8.00,"€19,187.75",85.37,447.00
2019,China,Drought,3,30,"€94,837.00",10.00,"€15,077.45",80.49,38.00
2005,India,Landslide,6.5,59,"€559,113.00",9.00,"€88,885.56",82.93,145.00
2009,India,Wildfire,2.5,13,"€242,830.00",5.00,"€38,600.29",92.68,150.00
2006,Philippines,Landslide,1.5,20,"€123,631.50",13.00,"€19,649.87",73.17,173.00
2006,China,Cyclone,3.1,40,"€159,185.00",13.00,"€25,294.16",73.17,86.00
2001,China,Earthquake,0.9,22,"€1,425,445.00",24.00,"€226,474.09",46.34,18.00
2016,Philippines,Extreme Heat,1.9,36,"€53,635.10",19.00,"€8,518.98",58.54,61.00
2011,Japan,Earthquake,10,2400,"€12,356,840.00",24.00,"€1,962,120.30",46.34,20.00
2009,Japan,Cyclone,1.9,13,"€74,322.30",7.00,"€11,801.20",87.80,14.00
2021,China,Landslide,0.4,10,"€26,504.40",25.00,"€4,207.70",43.90,30.00
2020,Indonesia,Flood,1.1,13,"€417,681.00",12.00,"€66,285.59",75.61,145.00
1996,Indonesia,Flood,0.6,19,"€287,016.60",32.00,"€45,542.98",26.83,108.00
2018,India,Landslide,1.1,6,"€3,264.80",5.00,€518.00,92.68,124.00
1999,Indonesia,Landslide,3.6,169,"€144,032.40",47.00,"€22,847.43",0.00,128.00
1996,China,Storm Surge,3.6,50,"€520,132.00",14.00,"€82,493.75",70.73,156.00
2014,Bangladesh,Cyclone,2.3,21,"€186,237.90",9.00,"€29,537.59",82.93,72.00
2019,Indonesia,Tsunami,5.2,104,"€196,705.60",20.00,"€31,196.75",56.10,960.00
1994,Japan,Volcanic Eruption,2.6,34,"€189,142.20",13.00,"€29,995.64",73.17,30.00
2023,Bangladesh,Extreme Heat,3.7,122,"€17,054.00",33.00,"€9,946.00",24.39,35.00
2023,China,Earthquake,1,3,"€1,926,204.00",3.00,"€305,345.53",97.56,153.00
2023,Bangladesh,Flood,2.4,26,"€988,566.00",11.00,"€156,645.50",78.05,178.00
2018,Indonesia,Tsunami,2.9,15,"€194,123.10",5.00,"€30,750.31",92.68,537.00
2016,Indonesia,Tsunami,1.4,14,"€119,208.60",10.00,"€18,881.25",80.49,840.00
2012,Bangladesh,Extreme Heat,3.9,257,"€156,503.10",66.00,"€24,783.05",0.00,77.00
2017,Turkey,Earthquake,6.9,110,"€12,542,489.00",16.00,"€1,986,027.02",65.85,232.00
2007,India,Extreme Heat,0.4,10,"€23,175.20",24.00,"€3,669.10",46.34,24.00
2021,Bangladesh,Cyclone,4.9,147,"€462,981.40",30.00,"€73,297.55",31.71,23.00
2012,Indonesia,Earthquake,4.3,99,"€7,817,141.00",23.00,"€1,237,392.18",48.78,254.00
2003,Japan,Earthquake,3.1,34,"€1,907,733.00",11.00,"€301,954.75",78.05,13.00
2019,India,Flood,7,105,"€2,760,856.00",15.00,"€436,951.41",68.29,140.00
2021,India,Flood,2.1,40,"€682,498.00",19.00,"€108,011.22",58.54,180.00
2016,Indonesia,Earthquake,2,6,"€1,100,604.00",3.00,"€174,175.97",97.56,554.00
2005,Indonesia,Tsunami,2.9,15,"€168,182.60",5.00,"€26,614.69",92.68,489.00
2008,Indonesia,Storm Surge,0.4,3,"€23,538.00",8.00,"€3,977.00",85.37,150.00
2019,India,Flood,1.7,17,"€771,295.00",10.00,"€122,020.40",80.49,162.00
1995,Japan,Extreme Cold,1.1,6,"€82,496.70",5.00,"€13,048.44",92.68,15.00
2012,India,Cyclone,1.9,29,"€48,507.00",15.00,"€7,388.00",68.29,64.00
2022,China,Cyclone,2.1,59,"€179,293.80",28.00,"€28,356.87",36.59,36.00
2020,Japan,Flood,3.5,14,"€579,512.00",4.00,"€91,634.27",95.12,18.00
2023,Turkey,Extreme Cold,1.2,14,"€97,947.60",12.00,"€15,486.94",75.61,45.00
2007,China,Cyclone,1,36,"€33,990.00",36.00,"€5,373.99",17.07,26.00
2006,Turkey,Flood,1,3,"€366,069.00",3.00,"€57,870.43",97.56,149.00
2004,China,Wildfire,4.1,148,"€158,711.00",36.00,"€25,086.77",17.07,84.00
2011,China,Drought,3.1,43,"€61,794.00",14.00,"€6,985.00",70.73,120.00
2017,Turkey,Earthquake,3.5,32,"€3,300,207.00",9.00,"€521,586.59",82.93,320.00
2013,Philippines,Cyclone,7.1,71,"€6,643,903.00",10.00,"€1,049,999.96",80.49,85.00
2016,Indonesia,Tsunami,1.9,13,"€38,326.80",7.00,"€6,916.00",87.80,301.00
2009,Turkey,Earthquake,4.3,99,"€7,713,186.00",23.00,"€1,218,911.94",48.78,350.00
2016,India,Drought,0.1,1,"€32,479.40",8.00,"€5,132.52",85.37,117.00
1993,Canada,Extreme Cold,2.9,26,"€120,000.00",9.00,"€18,960.00",82.93,53.00
1997,Chile,Storm Surge,0.7,11,"€70,000.00",16.00,"€11,060.00",65.85,146.00
1998,Australia,Wildfire,0.2,5,"€20,000.00",24.00,"€3,160.00",46.34,18.00
1999,Chile,Landslide,3.3,69,"€1,320,000.00",21.00,"€208,560.00",53.66,128.00
1999,Canada,Extreme Cold,0.7,15,"€90,000.00",22.00,"€14,220.00",51.22,51.00
2000,Mexico,Flood,4,112,"€550,000.00",28.00,"€86,900.00",36.59,138.00
2001,Australia,Extreme Heat,3.5,18,"€140,000.00",5.00,"€22,120.00",92.68,35.00
2001,Canada,Storm Surge,3,105,"€670,000.00",35.00,"€105,860.00",19.51,48.00
2002,Chile,Earthquake,1.4,20,"€2,520,000.00",14.00,"€398,160.00",70.73,21.00
2002,Canada,Wildfire,0.7,20,"€560,000.00",28.00,"€88,480.00",36.59,41.00
2003,Brazil,Extreme Heat,0.8,33,"€80,000.00",41.00,"€12,640.00",4.88,45.00
2003,Brazil,Landslide,0.4,26,"€160,000.00",66.00,"€25,280.00",0.00,181.00
2003,Canada,Landslide,3,24,"€300,000.00",8.00,"€47,400.00",85.37,16.00
2003,Nigeria,Extreme Heat,2.5,85,"€250,000.00",34.00,"€39,500.00",21.95,72.00
2004,Australia,Extreme Heat,1.2,14,"€120,000.00",12.00,"€18,960.00",75.61,31.00
2004,New Zealand,Tsunami,4.6,55,"€460,000.00",12.00,"€72,680.00",75.61,36.00
2004,Australia,Earthquake,0.9,13,"€1,800,000.00",14.00,"€284,400.00",70.73,46.00
2004,Canada,Wildfire,1.7,3,"€1,360,000.00",2.00,"€214,880.00",100.00,52.00
2004,Congo,Landslide,1.2,60,"€1,900,000.00",50.00,"€300,200.00",0.00,498.00
2005,Peru,Drought,2,56,"€1,800,000.00",28.00,"€284,400.00",36.59,235.00
2005,Australia,Cyclone,2.6,23,"€260,000.00",9.00,"€41,080.00",82.93,21.00
2005,Australia,Drought,0.6,1,"€600,000.00",2.00,"€94,800.00",100.00,9.00
2005,Mexico,Extreme Heat,3.6,58,"€360,000.00",16.00,"€56,880.00",65.85,21.00
2005,Canada,Storm Surge,1.5,15,"€1,050,000.00",10.00,"€165,900.00",80.49,45.00
2005,Nigeria,Extreme Heat,0.1,1,"€10,000.00",9.00,"€1,580.00",82.93,45.00
2006,New Zealand,Landslide,2,20,"€200,000.00",10.00,"€31,600.00",80.49,57.00
2006,Australia,Tornado,1,16,"€100,000.00",16.00,"€15,800.00",65.85,47.00
2006,Mexico,Extreme Heat,2.3,7,"€230,000.00",3.00,"€36,340.00",97.56,55.00
2006,United States,Wildfire,0.4,2,"€320,000.00",6.00,"€50,560.00",90.24,50.00
2006,Nigeria,Drought,3.5,56,"€3,500,000.00",16.00,"€553,000.00",65.85,564.00
2006,Nigeria,Extreme Heat,2.3,35,"€230,000.00",15.00,"€36,340.00",68.29,67.00
2007,Chile,Drought,3.5,112,"€50,000.00",32.00,"€7,900.00",26.83,30.00
2007,Brazil,Drought,1.6,64,"€1,440,000.00",40.00,"€227,520.00",7.32,166.00
2007,Brazil,Extreme Heat,0.1,3,"€10,000.00",25.00,"€1,580.00",43.90,52.00
2007,Mexico,Extreme Heat,0.2,1,"€20,000.00",7.00,"€3,160.00",87.80,50.00
2007,Canada,Wildfire,0.8,21,"€640,000.00",26.00,"€101,120.00",41.46,17.00
2007,Mexico,Drought,2.5,20,"€3,000,000.00",8.00,"€474,000.00",85.37,173.00
2008,Brazil,Extreme Heat,3.5,116,"€350,000.00",33.00,"€55,300.00",24.39,21.00
2008,Australia,Extreme Heat,3.6,7,"€360,000.00",2.00,"€56,880.00",100.00,8.00
2008,Australia,Extreme Heat,3.3,79,"€330,000.00",24.00,"€52,140.00",46.34,47.00
2008,Mexico,Drought,2.5,70,"€3,000,000.00",28.00,"€474,000.00",36.59,45.00
2008,United States,Tornado,8.4,17,"€840,000.00",2.00,"€132,720.00",100.00,57.00
2008,South Africa,Drought,3.8,11,"€3,800,000.00",3.00,"€600,400.00",97.56,339.00
2009,Australia,Extreme Heat,2.1,17,"€210,000.00",8.00,"€33,180.00",85.37,32.00
2009,Australia,Drought,1.9,8,"€1,900,000.00",4.00,"€300,200.00",95.12,12.00
2009,Mexico,Cyclone,3.7,70,"€370,000.00",19.00,"€58,460.00",58.54,67.00
2009,Canada,Landslide,2.8,31,"€280,000.00",11.00,"€44,240.00",78.05,14.00
2009,Nigeria,Drought,0.3,12,"€300,000.00",39.00,"€47,400.00",9.76,298.00
2010,Chile,Earthquake,8.7,600,"€500,000.00",24.00,"€79,000.00",46.34,53.00
2010,Chile,Drought,2.6,21,"€2,340,000.00",8.00,"€369,720.00",85.37,86.00
2010,Australia,Extreme Heat,1.5,11,"€150,000.00",7.00,"€23,700.00",87.80,21.00
2010,United States,Extreme Cold,0.3,1,"€30,000.00",3.00,"€4,740.00",97.56,32.00
2011,Brazil,Flood,1.3,9,"€455,000.00",7.00,"€71,890.00",87.80,122.00
2011,South Africa,Extreme Heat,2.1,38,"€210,000.00",18.00,"€33,180.00",60.98,55.00
2012,Chile,Tsunami,3.7,52,"€370,000.00",14.00,"€58,460.00",70.73,131.00
2012,Peru,Flood,1.3,14,"€455,000.00",11.00,"€71,890.00",78.05,393.00
2012,Australia,Earthquake,3.9,70,"€7,800,000.00",18.00,"€1,232,400.00",60.98,42.00
2012,Australia,Wildfire,2.2,11,"€220,000.00",5.00,"€34,760.00",92.68,46.00
2012,Canada,Extreme Cold,1.8,31,"€180,000.00",17.00,"€28,440.00",63.41,55.00
2012,Canada,Flood,0.7,11,"€420,000.00",15.00,"€66,360.00",68.29,33.00
2012,Canada,Wildfire,0.4,8,"€320,000.00",21.00,"€50,560.00",53.66,55.00
2012,Nigeria,Extreme Heat,0.8,30,"€80,000.00",37.00,"€12,640.00",14.63,33.00
2013,Chile,Wildfire,3.5,102,"€100,000.00",29.00,"€15,800.00",34.15,177.00
2013,Peru,Earthquake,6,90,"€490,000.00",15.00,"€77,420.00",68.29,291.00
2013,Brazil,Landslide,5.9,59,"€2,360,000.00",10.00,"€372,880.00",80.49,116.00
2013,Chile,Wildfire,1.4,50,"€700,000.00",36.00,"€110,600.00",17.07,17.00
2013,New Zealand,Wildfire,0.4,4,"€40,000.00",9.00,"€6,320.00",82.93,15.00
2013,Mexico,Cyclone,7.5,83,"€750,000.00",11.00,"€118,500.00",78.05,54.00
2013,Canada,Extreme Cold,2.3,55,"€230,000.00",24.00,"€36,340.00",46.34,19.00
2013,United States,Tornado,5.4,16,"€540,000.00",3.00,"€85,320.00",97.56,53.00
2013,Nigeria,Drought,1.7,26,"€1,700,000.00",15.00,"€268,600.00",68.29,504.00
2013,Nigeria,Storm Surge,3.3,142,"€990,000.00",43.00,"€156,420.00",0.00,324.00
2013,South Africa,Wildfire,2.3,23,"€230,000.00",10.00,"€36,340.00",80.49,354.00
2014,Brazil,Drought,3,42,"€2,700,000.00",14.00,"€426,600.00",70.73,161.00
2014,Australia,Wildfire,2.4,41,"€240,000.00",17.00,"€37,920.00",63.41,56.00
2014,Canada,Extreme Cold,2.1,40,"€210,000.00",19.00,"€33,180.00",58.54,17.00
2014,South Africa,Wildfire,2,16,"€200,000.00",8.00,"€31,600.00",85.37,243.00
2014,Nigeria,Extreme Heat,1.1,24,"€110,000.00",22.00,"€17,380.00",51.22,74.00
2014,Nigeria,Extreme Heat,0.6,13,"€60,000.00",21.00,"€9,480.00",53.66,60.00
2015,Brazil,Earthquake,3.7,59,"€6,660,000.00",16.00,"€1,052,280.00",65.85,631.00
2015,Chile,Extreme Cold,4,88,"€400,000.00",22.00,"€63,200.00",51.22,58.00
2015,Australia,Tornado,1,11,"€100,000.00",11.00,"€15,800.00",78.05,52.00
2015,Australia,Earthquake,2.2,4,"€4,400,000.00",2.00,"€695,200.00",100.00,19.00
2015,Australia,Wildfire,0.2,0,"€20,000.00",1.00,"€3,160.00",100.00,8.00
2015,Mexico,Flood,3.5,35,"€2,100,000.00",10.00,"€331,800.00",80.49,39.00
2015,United States,Extreme Cold,7.6,15,"€760,000.00",2.00,"€120,080.00",100.00,20.00
2015,Mexico,Drought,1.9,13,"€2,280,000.00",7.00,"€360,240.00",87.80,104.00
2015,Nigeria,Drought,0.9,16,"€900,000.00",18.00,"€142,200.00",60.98,431.00
2016,Brazil,Wildfire,3.3,129,"€780,000.00",39.00,"€123,240.00",9.76,98.00
2016,Chile,Tsunami,1.1,13,"€110,000.00",12.00,"€17,380.00",75.61,230.00
2016,Australia,Tornado,1.5,17,"€150,000.00",11.00,"€23,700.00",78.05,11.00
2016,United States,Drought,7.2,22,"€8,640,000.00",3.00,"€1,365,120.00",97.56,47.00
2016,Canada,Extreme Cold,1.9,11,"€190,000.00",6.00,"€30,020.00",90.24,9.00
2016,Mexico,Drought,0.6,11,"€720,000.00",19.00,"€113,760.00",58.54,80.00
2016,United States,Storm Surge,1.9,4,"€1,330,000.00",2.00,"€210,140.00",100.00,28.00
2016,Nigeria,Storm Surge,3.2,83,"€960,000.00",26.00,"€151,680.00",41.46,518.00
2017,United States,Tornado,1.7,10,"€170,000.00",6.00,"€26,860.00",90.24,47.00
2017,Canada,Wildfire,0.3,5,"€240,000.00",17.00,"€37,920.00",63.41,17.00
2017,Nigeria,Wildfire,3.1,47,"€310,000.00",15.00,"€48,980.00",68.29,593.00
2018,Brazil,Landslide,4.2,118,"€300,000.00",28.00,"€47,400.00",36.59,171.00
2018,Chile,Drought,1.7,31,"€1,530,000.00",18.00,"€241,740.00",60.98,41.00
2018,Australia,Extreme Heat,3.4,54,"€340,000.00",16.00,"€53,720.00",65.85,14.00
2018,Mexico,Drought,3.3,56,"€3,960,000.00",17.00,"€625,680.00",63.41,73.00
2018,Mexico,Cyclone,6.9,14,"€690,000.00",2.00,"€109,020.00",100.00,68.00
2018,South Africa,Flood,6.9,48,"€3,450,000.00",7.00,"€545,100.00",87.80,386.00
2018,Congo,Flood,5.8,273,"€2,900,000.00",47.00,"€458,200.00",0.00,459.00
2018,South Africa,Wildfire,0.6,3,"€60,000.00",5.00,"€9,480.00",92.68,268.00
2019,Chile,Landslide,2.5,20,"€1,000,000.00",8.00,"€158,000.00",85.37,105.00
2019,Chile,Storm Surge,0.6,14,"€60,000.00",23.00,"€9,480.00",48.78,41.00
2019,Australia,Storm Surge,0.6,10,"€180,000.00",16.00,"€28,440.00",65.85,9.00
2019,New Zealand,Earthquake,3.9,16,"€7,800,000.00",4.00,"€1,232,400.00",95.12,35.00
2019,New Zealand,Landslide,0.6,2,"€60,000.00",4.00,"€9,480.00",95.12,12.00
2019,Canada,Wildfire,1.6,34,"€1,280,000.00",21.00,"€202,240.00",53.66,19.00
2019,Mexico,Drought,2.5,33,"€3,000,000.00",13.00,"€474,000.00",73.17,118.00
2019,Canada,Extreme Cold,1.3,14,"€130,000.00",11.00,"€20,540.00",78.05,57.00
2019,Canada,Drought,2,8,"€2,400,000.00",4.00,"€379,200.00",95.12,36.00
2019,United States,Wildfire,5.1,5,"€4,080,000.00",1.00,"€644,640.00",100.00,17.00
2019,Nigeria,Drought,1.6,45,"€1,600,000.00",28.00,"€252,800.00",36.59,712.00
2019,Nigeria,Drought,1.8,22,"€1,800,000.00",12.00,"€284,400.00",75.61,692.00
2020,Brazil,Flood,0.6,15,"€210,000.00",25.00,"€33,180.00",43.90,118.00
2020,Australia,Storm Surge,4,64,"€1,200,000.00",16.00,"€189,600.00",65.85,51.00
2020,New Zealand,Tsunami,2.3,9,"€230,000.00",4.00,"€36,340.00",95.12,18.00
2020,New Zealand,Tsunami,2.2,7,"€220,000.00",3.00,"€34,760.00",97.56,47.00
2020,Canada,Landslide,3.3,36,"€330,000.00",11.00,"€52,140.00",78.05,42.00
2020,Mexico,Earthquake,1.3,20,"€3,250,000.00",15.00,"€513,500.00",68.29,174.00
2020,United States,Cyclone,6.2,6,"€620,000.00",1.00,"€97,960.00",100.00,20.00
2020,Mexico,Earthquake,2.2,2,"€5,500,000.00",1.00,"€869,000.00",100.00,80.00
2020,South Africa,Landslide,0.9,13,"€90,000.00",14.00,"€14,220.00",70.73,225.00
2020,South Africa,Extreme Heat,0.3,2,"€30,000.00",8.00,"€4,740.00",85.37,55.00
2021,Brazil,Landslide,5.4,151,"€4,000,000.00",28.00,"€632,000.00",36.59,99.00
2021,Brazil,Landslide,1.4,6,"€560,000.00",4.00,"€88,480.00",95.12,125.00
2021,Peru,Earthquake,0.2,5,"€360,000.00",24.00,"€56,880.00",46.34,252.00
2021,Australia,Wildfire,4,72,"€400,000.00",18.00,"€63,200.00",60.98,35.00
2021,Australia,Extreme Heat,1.1,7,"€110,000.00",6.00,"€17,380.00",90.24,27.00
2021,Canada,Wildfire,3.6,32,"€2,880,000.00",9.00,"€455,040.00",82.93,10.00
2021,Canada,Flood,6.4,32,"€3,840,000.00",5.00,"€606,720.00",92.68,19.00
2021,Mexico,Flood,1.8,31,"€1,080,000.00",17.00,"€170,640.00",63.41,176.00
2021,Mexico,Drought,2.3,30,"€2,760,000.00",13.00,"€436,080.00",73.17,135.00
